Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Mastering Swift Package Manager,210303027,78.32277124,Avi Tsadok,Apress,2021,Build and Test Modular Apps Using Xcode,,"Maintaining an iOS project often results in thousands of code files scattered around your folders. Did you ever wanted to reuse those files with other projects but found yourself making copies of Swift files? You are not alone! Many iOS developers struggle with this issue as well—unorganized projects, duplicated files, difficulty in...",True,2021-05-27T00:00:00,May 2021,1,97,150,programming
Android for Absolute Beginners,210303533,86.57269138,Grant Allen,Apress,2021,Getting Started with Mobile Apps Development Using the Android Java SDK,,"Get started as a mobile app developer and learn the art and science of Android app development. With no assumed knowledge about programming languages or Android required, you will gain the key skills for constructing fully functional Android apps for smartphones, tablets, and other devices.You will also build a solid foundation in the...",True,2021-05-28T00:00:00,May 2021,1,97,150,programming
Demystifying the Azure Well-Architected Framework,210303546,78.32277124,Shijimol Ambi Karthikeyan,Apress,2021,Guiding Principles and Design Best Practices for Azure Workloads,,"Use the Azure&nbsp;well-architected framework to deploy your workloads in Azure and align them with Microsoft recommended best practices. This book takes a deep dive into the five architecture elements (cost optimization, performance efficiency, operational excellence, reliability, and security) and provides practical guidance on...",True,2021-05-28T00:00:00,May 2021,1,97,150,programming
Interprocess Communication with macOS,210303547,78.32277124,Hem Dutt,Apress,2021,Apple IPC Methods,,Build highly modular software in macOS that interacts deeply and intuitively with other programs. This book explores all techniques available for Inter-process communications&nbsp;(IPC) from high level macOS layers to deep kernel options while applying theoretical concepts into practical implementations on real world scenarios.You'll...,True,2021-05-28T00:00:00,May 2021,1,97,150,programming
Mastering Microsoft Teams,210307381,50.83774318,Melissa Hubbard,Apress,2021,"End User Guide to Practical Usage, Collaboration, and Governance", (2nd ed.),"Do you need to learn how to use Microsoft Teams? Are you questioning how to drive user adoption, govern content, and manage access for your Teams deployment? Either way, the second edition of this bestseller is your one-stop-shop to learning everything you need to know to find success with Microsoft Teams. Microsoft’s popular...",True,2021-06-01T00:00:00,Jun 2021,4,97,150,programming
PowerShell for Beginners,210310954,64.58761008,Ian Waters,Apress,2021,Learn PowerShell 7 Through Hands-On Mini Games,,"Learn the basic tools and commands to write scripts in PowerShell 7.&nbsp;This hands-on guide is designed to get you up and running on PowerShell quickly - introducing interactive menus, reading and writing files, and creating code that talks over the network to other scripts, with mini games to facilitate learning.&nbsp;PowerShell...",True,2021-06-11T00:00:00,Jun 2021,1,97,150,programming
Introduction to Video Game Engine Development,210310958,92.07263814,Victor G Brusca,Apress,2021,"Learn to Design, Implement, and Use a Cross-Platform 2D Game Engine",,"Start your video game development journey by learning how to build a 2D game engine from scratch. Using Java (with NetBeans as your IDE and using Java’s graphics framework) or by following along in C# (with Visual Studio as your IDE and using the MonoGame framework), you’ll cover the design and implementation of a 2D game engine in...",True,2021-06-11T00:00:00,Jun 2021,1,97,150,programming
Pro Windows Subsystem for Linux (WSL),210309384,72.82282448,Hayden Barnes,Apress,2021,Powerful Tools and Practices for Cross-Platform Development and Collaboration,,"This book covers everything a developer needs to know to hit the ground running and get the most out of Windows Subsystem for Linux (WSL).Since its release, Windows Subsystem for Linux (WSL) has been growing in&nbsp;popularity, moving from curious early adopters to wide-scale interest, including enterprise development teams using WSL...",True,2021-06-07T00:00:00,Jun 2021,1,97,150,programming
Getting Started with WidgetKit,210285894,78.32277124,Sagun Raj Lage,Apress,2021,Create Widgets for iOS and iPadOS,,"Develop handy, UI/UX friendly and eye-pleasing widgets&nbsp;using the brand new WidgetKit. Apple’s brand new widgets allow iOS users to work with their favorite apps in the home screen of their iPhone or iPad without even opening the app!Join us in this exciting journey as we explore the APIs introduced in Apple’s WidgetKit framework....",True,2021-05-10T00:00:00,May 2021,2,97,150,programming
The Fast-Track Guide to VXLAN BGP EVPN Fabrics,210299781,64.58761008,Rene Cardona,Apress,2021,Implement Today’s Multi-Tenant Software-Defined Networks,,Master the day-to-day administration and maintenance procedures for existing VXLAN fabrics. In this book you’ll discuss common issues and troubleshooting steps to help you keep your environment in stable operation. The Fast-Track Guide to VXLAN BGP EVPN Fabrics is a guide for network engineers and architects who can’t spend too much...,True,2021-05-18T00:00:00,May 2021,1,97,150,programming
Introducing Distributed Application Runtime (Dapr),210324866,78.32277124,Radoslav Gatev,Apress,2021,Simplifying Microservices Applications Development Through Proven and Reusable Patterns and Practices,,"Use this book to learn the Distributed Application Runtime (Dapr), a new event-driven runtime from Microsoft designed to help developers build microservices applications, using a palette of languages and frameworks that run everywhere: on-premises, in any cloud, and even on the edge.One of the most popular architectural patterns for...",True,2021-06-28T00:00:00,Jun 2021,1,97,150,programming
Beginning Unity Editor Scripting,210336714,78.32277124,Benny Kok,Apress,2021,Create and Publish Your Game Tools,,"Learn about editor scripting in Unity, including different possible methods of editor customization to fit your custom game workflow or even to create assets that could be published on the Asset Store to earn a passive income.&nbsp;The knowledge of editor scripting, although rarely covered in books, gives a game developer insight into...",True,2021-07-20T00:00:00,Jul 2021,1,97,150,programming
Beginning Azure Cognitive Services,210355048,92.07263814,Alicia Moniz,Apress,2021,Data-Driven Decision Making Through Artificial Intelligence,,"Get started with Azure Cognitive Services and its APIs that expose machine learning as a service. This book introduces the suite of Azure Cognitive Services and helps you take advantage of the proven machine learning algorithms that have been developed by experts and made available through Cognitive Services, easily integrating those...",True,2021-08-13T00:00:00,Aug 2021,5,97,150,programming
Hands-on Azure Functions with C#,210357299,92.07263814,Ashirwad Satapathi,Apress,2021,Build Function as a Service (FaaS) Solutions,,Build serverless solutions using Azure Functions. This book provides you with a deep understanding of Azure Functions so you can build highly scalable and reliable serverless applications.The book starts with an introduction to Azure Functions and demonstrates triggers and bindings with use cases. The process to build an OTP mailer...,True,2021-08-18T00:00:00,Aug 2021,2,97,150,programming
SQL Server on Kubernetes,210342064,78.32277124,Anthony E. Nocentino,Apress,2021,Designing and Building a Modern Data Platform,,"Build a modern data platform by deploying SQL Server in Kubernetes. Modern application deployment needs to be fast and consistent to keep up with business objectives and Kubernetes is quickly becoming the standard for deploying container-based applications, fast. This book introduces Kubernetes and its core concepts. Then it shows you...",True,2021-07-30T00:00:00,Jul 2021,2,97,150,programming
Pro Azure Administration and Automation,210360907,86.57269138,Vladimir Stefanovic,Apress,2021,A Comprehensive Guide to Successful Cloud Management,,"Learn best practices and the proper use of Azure management tools, such as Azure Portal, Azure PowerShell, Azure CLI, and ARM templates, which are time-saving tools that support daily administration tasks such as monitoring, alerting, backups, security, and more. This book&nbsp;explores common Azure services, including Azure...",True,2021-08-26T00:00:00,Aug 2021,2,97,150,programming
Azure Security Handbook,210361456,72.82282448,Karl Ots,Apress,2021,A Comprehensive Guide for Defending Your Enterprise Environment,,"Did you know that the most common cloud security threats happen because of cloud service misconfigurations, not outside attacks? If you did not, you are not alone. In the on-premises world, cybersecurity risks were limited to the organization’s network, but in the era of cloud computing, both the impact and likelihood of potential...",True,2021-08-28T00:00:00,Aug 2021,1,97,150,programming
The Definitive Guide to Azure Data Engineering,210351277,72.82282448,Ron C. L'Esteve,Apress,2021,"Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",,"Build efficient and scalable batch and real-time data ingestion pipelines, DevOps continuous integration and deployment pipelines, and advanced analytics solutions on the Azure Data Platform. This book teaches you to design and implement robust data engineering solutions using Data Factory, Databricks, Synapse Analytics, Snowflake,...",True,2021-08-06T00:00:00,Aug 2021,1,97,150,programming
Salt Open,210352726,64.58761008,Andrew Mallett,Apress,2021,Automating Your Enterprise and Your Network,,There is a rapid growth of automation in server rooms and data centers. The days of having many administrators running around busily configuring and maintaining servers are gone and have been replaced with droves of Salt-Minions; agents beavering away on the target nodes ensuring the configuration is as specified. This book covers Salt...,True,2021-08-09T00:00:00,Aug 2021,1,97,150,programming
Practical Paint.NET,210383180,64.58761008,Phillip Whitt,Apress,2021,The Powerful No-Cost Image Editor for Microsoft Windows,,"Learn to use the most up-to-date version of Paint.NET, the free, Windows-based program for image editing. This book is ideal for PC users who find Microsoft Paint too lacking, and Photoshop or GIMP too overwhelming. ​Paint.NET is a lightweight yet capable program that’s easy to navigate and&nbsp;is regularly updated.&nbsp;You’ll...",True,2021-09-28T00:00:00,Sep 2021,1,97,150,programming
Cloud Defense Strategies with Azure Sentinel,210385523,86.57269138,Marshall Copeland,Apress,2021,Hands-on Threat Hunting in Cloud Logs and Services,,"Use various&nbsp;defense strategies with Azure Sentinel to enhance your cloud security. This book will help you get&nbsp;hands-on experience, including threat hunting inside Azure cloud logs and metrics from services such as Azure Platform, Azure Active Directory, Azure Monitor, Azure Security Center, and others such as Azure...",True,2021-10-01T00:00:00,Oct 2021,1,97,150,programming
Hands-on Azure Cognitive Services,210377446,92.07263814,Ed Price,Apress,2021,Applying AI and Machine Learning for Richer Applications,,"Use this hands-on guide book to learn and explore cognitive APIs developed by Microsoft and provided with the Azure platform. This book gets you started working with Azure Cognitive Services. You will not only become familiar with Cognitive Services APIs for applications, but you will also be exposed to methods to&nbsp;make your...",True,2021-09-18T00:00:00,Sep 2021,3,97,150,programming
Optimizing Visual Studio Code for Python Development,210379419,78.32277124,Sufyan bin Uzayr,Apress,2021,Developing More Efficient and Effective Programs in Python,,"Learn Visual Studio Code and implement its features in Python coding, debugging, linting, and overall project management. This book addresses custom scenarios for writing programs in Python frameworks, such as Django and Flask.The book starts with an introduction to Visual Studio Code followed by code editing in Python. Here, you will...",True,2021-09-20T00:00:00,Sep 2021,1,97,150,programming
Beginning Windows Mixed Reality Programming,210379696,64.58761008,Sean Ong,Apress,2021,For HoloLens and Mixed Reality Headsets, (2nd ed.),"Develop applications and experiences for Microsoft’s HoloLens 2 and other Windows mixed reality devices. This easy-to-follow guide removes the mystery behind creating amazing augmented reality and virtual reality experiences. Mixed reality development tools and resources are provided.Beginning Windows Mixed Reality Programming, 2nd...",True,2021-09-22T00:00:00,Sep 2021,2,97,150,programming
Statistical Analysis with Swift,210407498,64.58761008,Jimmy Andersson,Apress,2021,"Data Sets, Statistical Models, and Predictions on Apple Platforms",,"Work with large data sets, create statistical models, and make predictions with statistical methods using the Swift programming language. The variety of problems that can be solved using statistical methods range in fields from financial management to machine learning to quality control and much more.&nbsp; Those who possess knowledge...",True,2021-10-30T00:00:00,Oct 2021,1,97,150,programming
Unity Networking Fundamentals,210414615,78.32277124,Sloan Kelly,Apress,2021,Creating Multiplayer Games with Unity,,"Learn the fundamentals of networking with Unity and C#. This book covers a variety of topics, including accessing data using RESTful APIs, local networked games, and creating multiplayer online games using client-server architecture.The book provides the basics of networking, sockets, TCP vs. UDP, client-server architecture,...",True,2021-11-13T00:00:00,Nov 2021,2,97,150,programming
Implementing Always On VPN,210425089,86.57269138,Richard M. Hicks,Apress,2021,Modern Mobility with Microsoft Windows 10 and Windows Server 2022,,"Implement and support Windows 10 Always On VPN, the successor to Microsoft's popular DirectAccess. This book teaches you everything you need to know to test and adopt the technology at your organization that is widely deployed around the world.The book starts with an introduction to Always On VPN and discusses fundamental concepts and...",True,2021-11-25T00:00:00,Nov 2021,1,97,150,programming
PowerShell Fast Track,210425093,37.08787628,Vikas Sukhija,Apress,2021,Hacks for Non-Coders,,Create complex scripts in PowerShell and learn how to connect them to cloud services like Azure and Azure AD. This book will help you learn PowerShell by providing small “cheat” snippets that you can combine to write efficient and effective scripts.PowerShell Fast Track starts with the basics of PowerShell before moving on to discuss...,True,2021-11-25T00:00:00,Nov 2021,1,97,150,programming
