Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
"CRISC Certified in Risk and Information Systems Control All-in-One Exam Guide, Second Edition",210529945,81.6723,Peter H. Gregory,McGraw Hill LLC,2022,, (2nd ed.),"A fully updated self-study guide for the industry-standard information technology risk certification, CRISC Written by information security risk experts, this complete self-study system is designed to help you prepare for—and pass—ISACA’s CRISC certification exam. CRISC Certified in Risk and Information Systems Control All-in-One Exam Guide,...",True,2022-05-06T00:00:00,May 2022,3,97,150,certificate_license
CAPM Certified Associate in Project Management Practice Exams,209520890,36.752535,James Lee Haner,McGraw Hill LLC,2018,,,"Don’t Let the Real Test Be Your First Test! Take the 2018 version of the challenging CAPM exam with confidence using this highly effective, exam-focused study resource. CAPM® Certified Associate in Project Management Practice Exams contains more than 1000 practice questions and is fully aligned with the Project Management Body of Knowledge®...",True,2018-12-07T00:00:00,Dec 2018,2,97,150,certificate_license
"CompTIA Network+ Certification All-in-One Exam Guide, Seventh Edition (Exam N10-007)",96197975,73.50507,Mike Meyers,McGraw Hill LLC,2018,, (7th ed.),"Thoroughly revised for the new CompTIA Network+ exam, the Seventh Edition of this bestselling All-in-One Exam Guide delivers 100% coverage of the exam objectives and serves as a valuable on-the-job reference Take the latest version of the CompTIA Network+ exam with complete confidence using the fully updated information contained in this...",True,2018-06-22T00:00:00,Jun 2018,1,97,150,certificate_license
CompTIA Security+ Study Guide with over 500 Practice Test Questions,211147435,65.99,Mike Chapple,Wiley,2023,Exam SY0-701, (9th ed.),"Master key exam objectives and crucial cybersecurity concepts for the CompTIA Security+ SY0-701 exam, along with an online test bank with hundreds of practice questions and flashcards In the newly...",True,2023-11-03T00:00:00,Nov 2023,2,97,150,certificate_license
CompTIA A+ Practice Questions Exam Cram Core 1 (220-1101) and Core 2 (220-1102),210548032,32.65530795,Dave Prowse,Pearson Education,2022,,,"Prepare for CompTIA A+ Core 1 (220-1101) and Core 2 (220-1102) exam success with this Practice Question Exam Cram from Pearson IT Certification, a leader in IT certification. &nbsp; This is the eBook edition of the CompTIA A+ Practice Questions Exam Cram Core 1 (220-1101) and Core 2 (220-1102). This eBook does not include access to the...",True,2022-09-20T00:00:00,Sep 2022,1,97,150,certificate_license
CompTIA IT Fundamentals+ FC0-U61 Cert Guide,209550444,54.43458795,Mark Edward Soper,Pearson Education,2018,,,"The first step towards an IT career, and the clear pathway to more advanced certifications, CompTIA IT Fundamentals demonstrates your understanding of basic IT concepts, terminology, infrastructure, applications, software development concepts, database fundamentals, and security. CompTIA IT Fundamentals Cert Guide is the comprehensive self-study...",True,2018-12-10T00:00:00,Dec 2018,1,97,150,certificate_license
Excel,211117840,8.99,Sam O.A,SA Publishing,2023,"Mastering Data Analysis, Visualization, and Automation for Success with Microsoft 365",,"Are you ready to unlock the full potential of Microsoft 365's most powerful tool? In ""Excel: Mastering Data Analysis, Visualization, and Automation for Success with Microsoft 365,"" embark on a transformative journey that will forever change the way you approach data. Whether you're an aspiring data analyst, a seasoned professional, or a business...",True,2023-10-01T00:00:00,Oct 2023,1,97,150,certificate_license
MCE Microsoft Certified Expert Cybersecurity Architect Study Guide,210823295,59.99,Kathiravan Udayakumar,Wiley,2023,Exam SC-100,,"Prep for the SC-100 exam like a pro with Sybex’ latest Study Guide In the MCE Microsoft Certified Expert Cybersecurity Architect Study Guide: Exam SC-100 , a team of dedicated software...",True,2023-04-12T00:00:00,Apr 2023,2,97,150,certificate_license
CCDA 200-310 Official Cert Guide,95824313,65.32422795,Anthony Bruno,Pearson Education,2016,, (5th ed.),"CCDA Official Cert Guide,&nbsp;5th Edition is a comprehensive self-study tool for preparing for the DESGN exam. Complete coverage of all exam topics as posted on the exam topic blueprint ensures students will arrive at a thorough understanding of what they need to master to succeed on the exam. The full text downloaded to your computer With...",True,2016-06-29T00:00:00,Jun 2016,2,97,150,certificate_license
Architecting Microsoft Azure Solutions - Exam Guide 70-535,96179000,49.99,Sjoukje Zaal,Packt Publishing,2018,A complete guide to passing the 70-535 Architecting Microsoft Azure Solutions exam,,,True,2018-04-27T00:00:00,Apr 2018,1,97,150,certificate_license
CCNP and CCIE  Security Core SCOR 350-701 Official Cert Guide,211070413,76.21386795,Omar Santos,Pearson Education,2023,, (2nd ed.),"Trust the best-selling Official Cert Guide series from Cisco Press to help you learn, prepare, and practice for the CCNP and CCIE Security Core SCOR 350-701 exam. Well regarded for its level of detail, study plans, assessment features, and challenging review questions and exercises, CCNP and CCIE Security Core SCOR 350-701 Official...",True,2023-11-09T00:00:00,Nov 2023,1,97,150,certificate_license
CompTIA Security+ SY0-601 Exam Cram,210124083,48.98976795,Martin M. Weiss,Pearson Education,2020,, (6th ed.),"CompTIA® Security+ SY0-601 Exam Cram, is the perfect study guide to help you pass the newly updated version of the CompTIA Security+ exam. It provides coverage and practice questions for every exam topic. Extensive prep tools include quizzes, Exam Alerts, and our essential last-minute review Cram Sheet. The powerful Pearson Test Prep practice...",True,2020-10-30T00:00:00,Oct 2020,1,97,150,certificate_license
CompTIA Security+ Study Guide,210202687,66.0,Mike Chapple,Wiley,2021,Exam SY0-601, (8th ed.),Learn the key objectives and most crucial concepts covered by the Security+ Exam SY0-601 with this comprehensive and practical study guide! An online test bank offers 650 practice questions and flashcards! ...,True,2021-01-05T00:00:00,Jan 2021,2,97,150,certificate_license
AWS Certified Solutions Architect Study Guide,210665304,72.0,David Clinton,Wiley,2022,Associate (SAA-C03) Exam, (4th ed.),"Master Amazon Web Services solution delivery and efficiently prepare for the AWS Certified SAA-C03 Exam with this all-in-one study guide The AWS Certified Solutions Architect Study Guide: Associate (SAA-C03) Exam, 4th Edition comprehensively and effectively prepares you for the challenging SAA-C03 Exam. This Study Guide contains efficient and...",True,2022-09-09T00:00:00,Sep 2022,2,97,150,certificate_license
OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide,1882237,76.0,Jeanne Boyarsky,Wiley,2014,Exam 1Z0-808,,"Full coverage of functional programming and all OCA Java Programmer exam objectives OCA, Oracle Certified Associate Java SE 8 Programmer I Study Guide, Exam 1Z0-808 is a comprehensive study guide for those taking the Oracle Certified Associate...",True,2014-12-11T00:00:00,Dec 2014,2,97,150,certificate_license
Exam Ref MS-100 Microsoft 365 Identity and Services,210383271,48.98976795,Orin Thomas,Pearson Education,2021,, (2nd ed.),"Prepare for Microsoft Exam MS-100—and help demonstrate real-world mastery of skills and knowledge needed to effectively design, deploy, manage, and secure Microsoft 365 services. Focus on the expertise measured by these objectives: Design and implement Microsoft 365 services Manage user identity and roles Manage access and authentication Plan...",True,2021-12-08T00:00:00,Dec 2021,1,97,150,certificate_license
"CompTIA A+ Certification All-in-One Exam Guide, Tenth Edition (Exams 220-1001 & 220-1002)",209639696,73.50507,Mike Meyers,McGraw Hill LLC,2019,, (10th ed.),"This bestselling on-the-job reference and test preparation guide has been fully revised for the new 2019 CompTIA A+ exam objectives This fully revised and updated resource offers complete coverage of the latest release of CompTIA A+ exams 220-1001 & 220-1002. You'll find learning objectives at the beginning of each chapter, exam tips, practice...",True,2019-04-16T00:00:00,Apr 2019,1,97,150,certificate_license
CISM Certified Information Security Manager All-in-One Exam Guide,95960214,81.6723,Peter H. Gregory,McGraw Hill LLC,2018,,,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. This effective study guide provides 100% coverage of every topic on the latest version of the CISM exam Written by an information security executive...",True,2018-03-19T00:00:00,Mar 2018,1,97,150,certificate_license
Exam Ref MS-101 Microsoft 365 Mobility and Security,210283930,43.54494795,Brian Svidergol,Pearson Education,2021,, (2nd ed.),"Prepare for Microsoft Exam MS-101 —and help demonstrate real-world mastery of skills and knowledge needed to manage Microsoft 365 mobility, security, and related administration tasks. Focus on the expertise measured by these objectives : Implement modern device services Implement Microsoft 365 security and threat management Manage Microsoft 365...",True,2021-10-05T00:00:00,Oct 2021,3,97,150,certificate_license
Exam Ref MD-101 Managing Modern Desktops,210357284,48.98976795,Andrew Bettany,Pearson Education,2021,, (2nd ed.),Prepare for Microsoft Exam MD-101 —and help demonstrate real-world mastery of skills and knowledge required to manage modern Windows 10 desktops. Focus on the expertise measured by these objectives: Deploy and update operating systems Manage policies and profiles Manage and protect devices Manage apps and data This Microsoft Exam Ref : Organizes...,True,2021-10-19T00:00:00,Oct 2021,2,97,150,certificate_license
CompTIA Network+ Study Guide,95879648,60.0,Todd Lammle,Wiley,2018,Exam N10-007, (4th ed.),"To complement the CompTIA Network+ Study Guide: Exam N10-007 , 4e, and the CompTIA Network+ Deluxe Study Guide: Exam N10-007 , 4e, look at CompTIA Network+ Practice Tests: Exam...",True,2018-04-10T00:00:00,Apr 2018,1,97,150,certificate_license
CISA Certified Information Systems Auditor Bundle,210001884,98.00676,Peter H. Gregory,McGraw Hill LLC,2020,,,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. Includes CISA All-in-One Exam Guide & CISA Practice Exams as well as a bonus Quick Review Guide -- all for 20% less than purchasing the books individually...",True,2020-05-22T00:00:00,May 2020,1,97,150,certificate_license
"CISSP All-in-One Exam Guide, Eighth Edition",138620881,85.755915,Shon Harris,McGraw Hill LLC,2018,, (8th ed.),"A new edition of Shon Harris’ bestselling exam prep guide—fully updated for the new CISSP 2018 Common Body of Knowledge This effective self-study guide fully prepares you for the challenging CISSP exam and offers 100% coverage of all exam domains. This edition has been thoroughly revised to cover the new CISSP 2018 Common Body of Knowledge, hot...",True,2018-10-26T00:00:00,Oct 2018,2,97,150,certificate_license
CISM Certified Information Security Manager Bundle,209785817,110.257605,Peter H. Gregory,McGraw Hill LLC,2019,,,"This cost-effective study bundle contains two books and bonus online content to use in preparation for the CISM exam Take ISACA’s challenging Certified Information Security Manager exam with confidence using this comprehensive self-study package. Comprised of CISM Certified Information Security Manager All-in-One Exam Guide, CISM Certified...",True,2019-10-16T00:00:00,Oct 2019,1,97,150,certificate_license
AWS Certified Security Study Guide,210191429,71.99,Marcello Zillo Neto,Wiley,2020,Specialty (SCS-C01) Exam,,"Get prepared for the AWS Certified Security Specialty certification with this excellent resource By earning the AWS Certified Security Specialty certification, IT professionals can gain valuable...",True,2020-12-22T00:00:00,Dec 2020,7,97,150,certificate_license
CompTIA Network+ Study Guide,210380003,69.0,Todd Lammle,Wiley,2021,Exam N10-008, (5th ed.),"Prepare for the Network+ certification and a new career in network installation and administration In the newly revised Fifth Edition of CompTIA Network+ Study Guide Exam N10-008 ,...",True,2021-09-20T00:00:00,Sep 2021,1,97,150,certificate_license
"AWS Certified Developer Official Study Guide, Associate Exam",209768584,76.0,Nick Alteen,Wiley,2019,Associate (DVA-C01) Exam,,"Foreword by Werner Vogels, Vice President and Corporate Technology Officer, Amazon The AWS exam has been updated. Your study guide should be, too. The...",True,2019-08-22T00:00:00,Aug 2019,9,97,150,certificate_license
"CompTIA Security+ All-in-One Exam Guide, Sixth Edition (Exam SY0-601)",210239603,73.50507,Wm. Arthur Conklin,McGraw Hill LLC,2021,, (6th ed.),"This fully updated study guide covers every topic on the current version of the CompTIA Security+ exam Get complete coverage of all objectives included on the CompTIA Security+ exam SY0-601 from this comprehensive resource. Written by a team of leading information security experts, this authoritative guide fully addresses the skills required to...",True,2021-04-09T00:00:00,Apr 2021,2,97,150,certificate_license
"ITF+ CompTIA IT Fundamentals All-in-One Exam Guide, Second Edition (Exam FC0-U61)",209553046,74.866275,Mike Meyers,McGraw Hill LLC,2018,, (2nd ed.),"This fully updated study guide delivers 100% coverage of every topic on the CompTIA ITF+ IT Fundamentals exam Take the CompTIA ITF+ IT Fundamentals exam with complete confidence using this bestselling and effective self-study system. Written by CompTIA certification and training experts, this authoritative guide explains foundational computer...",True,2018-12-28T00:00:00,Dec 2018,3,97,150,certificate_license
CRISC Certified in Risk and Information Systems Control All-in-One Exam Guide,2419233,85.755915,Bobby E. Rogers,McGraw Hill LLC,2015,,,"An all-new exam guide for the industry-standard information technology risk certification, Certified in Risk and Information Systems Control (CRISC) Prepare for the newly-updated Certified in Risk and Information Systems Control (CRISC) certification exam with this comprehensive exam guide. CRISC Certified in Risk and Information Systems Control...",True,2015-12-11T00:00:00,Dec 2015,2,97,150,certificate_license
CompTIA A+ Core 1 (220-1101) and Core 2 (220-1102) Exam Cram,210519572,54.43458795,Dave Prowse,Pearson Education,2022,,,"CompTIA A+ Core 1 (220-1101) and Core 2 (220-1102) Exam Cram is an all-inclusive study guide designed to help you pass the updated versions of the CompTIA A+ exams. Prepare for test day success with complete coverage of exam objectives and topics, plus hundreds of realistic practice questions. Extensive prep tools include quizzes, Exam...",True,2022-06-11T00:00:00,Jun 2022,1,97,150,certificate_license
AWS Certified Cloud Practitioner Study Guide,209700948,60.0,Ben Piper,Wiley,2019,CLF-C01 Exam,,Set yourself apart by becoming an AWS Certified Cloud Practitioner Take the next step in your career by expanding and validating your skills on the Amazon Web Services (AWS) Cloud. The AWS...,True,2019-06-05T00:00:00,Jun 2019,2,97,150,certificate_license
CompTIA CySA+ Study Guide,210085812,71.99,Mike Chapple,Wiley,2020,Exam CS0-002, (2nd ed.),This updated study guide by two security experts will help you prepare for the CompTIA CySA+ certification exam. Position yourself for success with coverage of crucial security topics! Where can you...,True,2020-07-15T00:00:00,Jul 2020,2,97,150,certificate_license
CompTIA A+ Complete Study Guide,210524581,76.0,Quentin Docter,Wiley,2022,Core 1 Exam 220-1101 and Core 2 Exam 220-1102, (5th ed.),The Fifth Edition of the CompTIA A+ Complete Study Guide: Core 1 Exam 220-1101 and Core 2 Exam 220-1102 offers accessible and essential test preparation material for the popular A+ certification. Providing full coverage...,True,2022-03-17T00:00:00,Mar 2022,2,97,150,certificate_license
AWS Certified SysOps Administrator Study Guide,209963359,72.0,Sara Perrott,Wiley,2020,Associate (SOA-C01) Exam, (2nd ed.),Your #1 all-in-one reference and exam Study Guide for the UPDATED AWS SysOps Administrator certification! This comprehensive book guides readers through the role of a SysOps Administrator and helps...,True,2020-02-24T00:00:00,Feb 2020,2,97,150,certificate_license
CCSK Certificate of Cloud Security Knowledge All-in-One Exam Guide,209955911,61.254225,Graham Thompson,McGraw Hill LLC,2020,,,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. This effective study guide provides 100% coverage of every topic on the challenging CCSK exam from the Cloud Security Alliance This highly effective...",True,2020-03-23T00:00:00,Mar 2020,1,97,150,certificate_license
"CCNA Certification Study Guide, Volume 2",209930395,78.0,Todd Lammle,Wiley,2020,Exam 200-301,,"Cisco expert Todd Lammle prepares you for the NEW Cisco CCNA certification exam! Cisco, the world leader in network technologies, has released the new Cisco Certified Network Associate (CCNA) exam....",True,2020-01-16T00:00:00,Jan 2020,1,97,150,certificate_license
CompTIA Security+ SY0-501 Cert Guide,95884702,54.43458795,Dave Prowse,Pearson Education,2017,, (4th ed.),"Perfect for every candidate preparing for this challenging exam, its comprehensive coverage offers all the information and insight readers need to succeed. From start to finish, the book has been organised and edited to improve retention and help network and security professionals focus on areas where they need the most assistance. The full text...",True,2017-10-18T00:00:00,Oct 2017,1,97,150,certificate_license
"Understanding Cisco Networking Technologies, Volume 1",209901861,59.99,Todd Lammle,Wiley,2019,Exam 200-301,,Leading Cisco authority Todd Lammle helps you gain insights into the new core Cisco network technologies Understanding Cisco Networking Technologies is an important resource for...,True,2019-12-02T00:00:00,Dec 2019,1,97,150,certificate_license
CompTIA A+ Core 1 (220-1001) and Core 2 (220-1002) Exam Cram,209771976,48.98976795,Dave Prowse,Pearson Education,2019,,,"This is the perfect study guide to help you pass CompTIA®’s new A+® Core 1 (220-1001) and Core 2 (220-1002) exams. It provides coverage and practice questions for every exam topic, including substantial new coverage of Windows 10, as well as new PC hardware, tablets, smartphones, macOS, Linux, cloud computing, and professional-level networking...",True,2019-08-05T00:00:00,Aug 2019,1,97,150,certificate_license
CISSP For Dummies,210477359,53.99,Lawrence C. Miller,Wiley,2022,, (7th ed.),"Get CISSP certified, with this comprehensive study plan! Revised for the updated 2021 exam, CISSP For Dummies is packed with everything you need to succeed on test day. With deep...",True,2022-02-02T00:00:00,Feb 2022,2,97,150,certificate_license
"Mike Meyers' CompTIA Security+ Certification Guide, Third Edition (Exam SY0-601)",210266044,49.00338,Mike Meyers,McGraw Hill LLC,2021,, (3rd ed.),"An up-to-date CompTIA Security+ exam guide from training and exam preparation guru Mike Meyers Take the latest version of the CompTIA Security+ exam (exam SY0-601) with confidence using the comprehensive information contained in this highly effective self-study resource. Like the test, the guide goes beyond knowledge application and is designed...",True,2021-05-07T00:00:00,May 2021,2,97,150,certificate_license
"CompTIA Server+ Certification All-in-One Exam Guide, Second Edition (Exam SK0-005)",210329708,81.6723,Daniel Lachance,McGraw Hill LLC,2021,, (2nd ed.),This exam-focused study guide contains complete coverage of every topic on the current edition of the CompTIA Server+ certification exam This highly effective self-study resource fully prepares you for the latest version of CompTIA’s Server+ certification exam. The book shows how to implement server-based hardware and software. In keeping with...,True,2021-08-06T00:00:00,Aug 2021,1,97,150,certificate_license
OCP Java SE 8 Programmer II Exam Guide (Exam 1Z0-809),96168044,73.50507,Kathy Sierra,McGraw Hill LLC,2018,, (7th ed.),"A Complete, Integrated Study System for OCP Exam 1Z0-809 Study for the OCP Java SE 8 Programmer II exam using this effective exam preparation guide from Oracle Press. Written by a team of experts, including two developers of the original exam, OCP Java SE 8 Programmer II Exam Guide (Exam 1Z0-809) offers comprehensive coverage of every subject on...",True,2018-05-11T00:00:00,May 2018,3,97,150,certificate_license
CDPSE Certified Data Privacy Solutions Engineer All-in-One Exam Guide,210222411,73.50507,Peter H. Gregory,McGraw Hill LLC,2021,,,"This study guide offers 100% coverage of every objective for the Certified Data Privacy Solutions Engineer Exam This resource offers complete, up-to-date coverage of all the material included on the current release of the Certified Data Privacy Solutions Engineer exam. Written by an IT security and privacy expert, CDPSE Certified Data Privacy...",True,2021-03-19T00:00:00,Mar 2021,1,97,150,certificate_license
"CompTIA PenTest+ Certification All-in-One Exam Guide, Second Edition (Exam PT0-002)",210405009,81.6723,Heather Linn,McGraw Hill LLC,2022,, (2nd ed.),"This fully-updated guide delivers complete coverage of every topic on the current version of the CompTIA PenTest+ certification exam. Get complete coverage of all the objectives included on the CompTIA PenTest+ certification exam PT0-002 from this comprehensive resource. Written by expert penetration testers, the book provides learning...",True,2022-04-01T00:00:00,Apr 2022,2,97,150,certificate_license
"CTS Certified Technology Specialist Exam Guide, Third Edition",209806167,91.8813375,AVIXA Inc.,McGraw Hill LLC,2019,, (3rd ed.),"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. The Most Complete, Up-to-Date CTS Exam Study System Published with AVIXA™, CTS Certified Technical Specialist Exam Guide, Third Edition provides comprehensive...",True,2019-10-25T00:00:00,Oct 2019,2,97,150,certificate_license
CCNP Enterprise Advanced Routing ENARSI 300-410 Official Cert Guide,209959435,74.85266295,Raymond Lacoste,Pearson Education,2020,,,"This is Cisco’s official, comprehensive self-study resource for preparing for the ENARSI 300-410 exam, covering implementing and troubleshooting advanced routing technologies and services including Layer 3, VPN services, infrastructure security, infrastructure services, and infrastructure automation. Cisco technology experts Raymond Lacoste and...",True,2020-02-24T00:00:00,Feb 2020,2,97,150,certificate_license
