Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Verification of Digital and Hybrid Systems,1261580,132.33695426,M. Kemal Inan,Springer Berlin Heidelberg,2012,,,"Proceedings of the NATO Advanced Study Institute on Verification of Digital and Hybrid Systems, Antalya, May 26 - June 6, 1997.",True,2012-12-06T00:00:00,Dec 2012,2,97,150,networking
JIT’98 Java-Informations-Tage 1998,1265181,59.08766332,Clemens H. Cap,Springer Berlin Heidelberg,2013,"Frankfurt/Main, 12./13. November 1998",,Anwendungsbezogen und entwicklungsorientiert wird in diesem Band die Java-Technologie diskutiert. Ausgehend von praktischen Erfahrungen diskutieren die Autoren Java unter verschiedenen Aspekten bis hin zu neuartigen Anwendungen und Paradigmen.,True,2013-03-07T00:00:00,Mar 2013,1,97,150,networking
Hypermedia Systems and Applications,1268909,73.51399426,H. Maurer,Springer Berlin Heidelberg,2012,World Wide Web and Beyond,,It is a pleasure and an honor to write a foreword for Jennifer Lennon's book Hypermedia Systems and Applications: World Wide Web and Beyond. I am fortunate to have been able to follow the development of this book from an excellent Ph.D. thesis to...,True,2012-12-06T00:00:00,Dec 2012,2,97,150,networking
Java® für Fortgeschrittene,1269181,59.08766332,Norman Hendrich,Springer Berlin Heidelberg,2013,,,Fundierte Einführung in Java und die objektorientierte Programmierung. Neben der Entwicklung von Java-Applets mit Animationen für das WWW wird auch die Programmierung eigenständiger Java-Applikationen beschrieben.,True,2013-03-07T00:00:00,Mar 2013,1,97,150,networking
Echtzeitkommunikation und Ethernet/Internet,1258232,59.08766332,Peter Holleczek,Springer Berlin Heidelberg,2013,"PEARL 2001 Workshop über Realzeitsysteme Fachtagung der GI-Fachgruppe 4.4.2 Echtzeitprogrammierung, PEARL Boppard, 22./23. November 2001",,"Schwerpunktthema des diesjährigen Workshops ""Echtzeitkommunikation und Ethernet/Internet"" ist eine grundsätzliche Gegenüberstellung der Anforderungen von Echtzeitanwendungen und der Leistungsfähigkeit von Kommunikationsnetzen. Beiträge aus den...",True,2013-03-07T00:00:00,Mar 2013,2,97,150,networking
Kommunikation in Verteilten Systemen,1268302,59.08766332,Martina Zitterbart,Springer Berlin Heidelberg,2013,"GI/ITG-Fachtagung Braunschweig, 19.–21. Februar 1997",,,True,2013-03-07T00:00:00,Mar 2013,1,97,150,networking
CORBA,1265681,41.22018922,Claudia Linnhoff-Popien,Springer Berlin Heidelberg,2013,Kommunikation und Management,,"DCOM, Java-RMI und CORBA sind aktuelle Entwicklungen zur Realisierung rechnerübergreifender verteilter Systeme. Das vorliegende Buch behandelt grundlegende Architekturen und Dienste sowie allgemeine Probleme, die beim Einsatz solcher...",True,2013-03-12T00:00:00,Mar 2013,1,97,150,networking
Kommunikation in Verteilten Systemen,1272513,59.08766332,K. Franke,Springer Berlin Heidelberg,2013,"Neue Länder — Neue Netze — Neue Dienste. GI/ITG-Fachtagung Chemnitz-Zwickau, 22.–24. Februar 1995",,"GI/ITG Fachtagung, Chemnitz-Zwickau, 22.-24. Februar 1995",True,2013-03-12T00:00:00,Mar 2013,3,97,150,networking
ISDN am Computer,1266628,50.83774318,Torsten Schulz,Springer Berlin Heidelberg,2013,,,"Der Autor gibt einen Überblick über die ISDN-Technik im Teilnehmerbereich, beschreibt die Komponenten und ihre Schnittstellen und erläutert die Möglichkeiten der Nutzung eines ISDN-Anschlusses am PC.",True,2013-03-08T00:00:00,Mar 2013,1,97,150,networking
Analytische Leistungsbewertung verteilter Systeme,1270296,45.70543992,Phuoc Tran-Gia,Springer Berlin Heidelberg,2013,Eine Einführung,,,True,2013-03-08T00:00:00,Mar 2013,1,97,150,networking
Offene Systeme,1277750,59.08766332,Manfred Bues,Springer Berlin Heidelberg,2013,"Strategien, Konzepte und Techniken für das Informationsmanagement",,,True,2013-03-13T00:00:00,Mar 2013,1,97,150,networking
High-Capacity Local and Metropolitan Area Networks,1284347,132.33695426,Guy Pujolle,Springer Berlin Heidelberg,2012,Architecture and Performance Issues,,"Proceedings of the NATO Advanced Research Workshop on Architecture and Performance Issues of High-Capacity Local and Metropolitan Area Networks, held in Sophia Antipolis, France, June 25-27, 1990",True,2012-12-06T00:00:00,Dec 2012,1,97,150,networking
Delta-4: A Generic Architecture for Dependable Distributed Computing,1285879,73.51399426,David Powell,Springer Berlin Heidelberg,2012,,,"Delta-4 is a 5-nation, 13-partner project that has been investigating the achievement of dependability in open distributed systems, including real-time systems. This book describes the design and validation of the distributed fault-tolerant...",True,2012-12-06T00:00:00,Dec 2012,1,97,150,networking
Document Architecture in Open Systems: The ODA Standard,1285856,73.51399426,Wolfgang Appelt,Springer Berlin Heidelberg,2012,,,"In 1989, the ISO Standard 8613 ""Office Document Architecture(ODA) and Interchange Format"" was published. The Standard isintended for the interchange of documents in an Open Systemsenvironment. ISO 8613 is technically...",True,2012-12-06T00:00:00,Dec 2012,1,97,150,networking
"Estelle, LOTOS und SDL",1289017,41.22018922,Friedrich Vogt,Springer Berlin Heidelberg,2013,Standard-Spezifikationssprachen für verteilte Systeme,,"Das Buch gibt eine Einführung in die Spezifikationssprachen Estelle, LOTOS und SDL. Die Sprachen sind Standardsprachen der ISO (Estelle, LOTOS) und des CCITT (SDL) zur Spezifikation von Diensten und Protokollen in Kommunikationssystemen....",True,2013-03-12T00:00:00,Mar 2013,2,97,150,networking
Project Engineering,1286342,73.51399426,Anastasia Pagnoni,Springer Berlin Heidelberg,2012,Computer-Oriented Planning and Operational Decision Making,,"Manufacturing processes, scientific experiments, research programs, tax collection systems, are all endeavors once born as projects. Project engineering is the application of science to the development and analysis of project plans, and to the...",True,2012-12-06T00:00:00,Dec 2012,1,97,150,networking
Dienste und Protokolle in Kommunikationssystemen,1297324,59.08766332,Eckart Giese,Springer Berlin Heidelberg,2013,Die Dienst- und Protokollschnitte der ISO-Architektur,,,True,2013-03-07T00:00:00,Mar 2013,5,97,150,networking
Grundlagen der Kommunikationstechnologie,1297743,59.08766332,K. Görgen,Springer Berlin Heidelberg,2013,ISO-Architektur offener Kommunikationssysteme,,,True,2013-03-07T00:00:00,Mar 2013,5,97,150,networking
Rechnernetze und Datenkommunikation,1294484,59.08766332,Reinhold Franck,Springer Berlin Heidelberg,2013,,,,True,2013-03-12T00:00:00,Mar 2013,1,97,150,networking
Datenfernverarbeitung,1298247,50.83774318,H. Hofer,Springer Berlin Heidelberg,2013,Außenstelle — Datenfernübertragung Rechenzentrum — Betriebsabwicklung Eine Einführung, (3rd ed.),,True,2013-03-08T00:00:00,Mar 2013,2,97,150,networking
Datenfernverarbeitung,1308888,50.83774318,H. Hofer,Springer Berlin Heidelberg,2013,Außenstelle - Datenfernübertragung Rechenzentrum - Betriebsabwicklung,,,True,2013-03-08T00:00:00,Mar 2013,1,97,150,networking
Wireless Network Security,1398737,132.33695426,Lei Chen,Springer Berlin Heidelberg,2013,Theories and Applications,,"Wireless Network Security Theories and Applications discusses the relevant security technologies, vulnerabilities, and potential threats, and introduces the corresponding security standards and protocols, as well as provides solutions to security...",True,2013-08-23T00:00:00,Aug 2013,3,97,150,networking
Funktionale Sicherheit,1466432,41.22018922,Wolfgang A. Halang,Springer Berlin Heidelberg,2013,Echtzeit 2013,,"Mit seinem Workshop 2013 zum Thema ""Funktionale Sicherheit"" bietet der Fachausschuss Echtzeitsysteme Wissenschaftlern, Nutzern und Herstellern ein Formu an, auf dem neue Trends und Entwicklungen zu folgenden Programmschwerpunkten vorgestellt...",True,2013-10-01T00:00:00,Oct 2013,1,97,150,networking
Internetworking,1538737,73.51399426,Christoph Meinel,Springer Berlin Heidelberg,2013,Technological Foundations and Applications,,This book is supposed to serve as a comprehensive and instructive guide through the new world of digital communication. On the physical layer optical and electrical cabling technology are described as well as wireless communication technologies....,True,2013-10-16T00:00:00,Oct 2013,2,97,150,networking
Dynamic Provisioning for Community Services,1697758,132.33695426,Li Qi,Springer Berlin Heidelberg,2013,,,"Dynamic Provisioning for Community Services outlines a dynamic provisioning and maintenance mechanism in a running distributed system, e.g. the grid, which can be used to maximize the utilization of computing resources and user demands. The book...",True,2013-08-17T00:00:00,Aug 2013,2,97,150,networking
Understanding Network Hacks,1966042,58.80825426,Bastian Ballmann,Springer Berlin Heidelberg,2015,Attack and Defense with Python,,"This book explains how to see one's own network through the eyes of an attacker, to understand their techniques and effectively protect against them. Through Python code samples the reader learns to code tools on subjects such as password...",True,2015-01-19T00:00:00,Jan 2015,1,97,150,networking
Trusted Computing Platforms,1966067,132.33695426,Sean W. Smith,Springer Berlin Heidelberg,2013,Design and Applications,,,True,2013-12-11T00:00:00,Dec 2013,1,97,150,networking
Ad-hoc Networks and Wireless,1974151,73.51399426,Miguel Garcia Pineda,Springer Berlin Heidelberg,2015,"ADHOC-NOW 2014 International Workshops, ETSD, MARSS, MWaoN, SecAN, SSPA, and WiSARN, Benidorm, Spain, June 22--27, 2014, Revised Selected Papers",,"This book constitutes the refereed proceedings of six workshops collocated with the 13th International Conference on Ad-Hoc Networks and Wireless, ADHOC-NOW Workshops 2014, held in Benidorm, Spain, in June 2014.The 25 revised full papers presented...",True,2015-02-09T00:00:00,Feb 2015,5,97,150,networking
Cloud Computing als neue Herausforderung für Management und IT,1997977,6.85287484,Gerald Münzl,Springer Berlin Heidelberg,2015,,,"Cloud Computing wird von nahezu allen führenden Analysten als einer der Top-5-IT-Trends gesehen, der gegenwärtig aus der Hype-Phase in den Status der praktischen betrieblichen Umsetzung übergeht. Inzwischen wird nicht mehr diskutiert, ob Cloud...",True,2015-03-12T00:00:00,Mar 2015,3,97,150,networking
MAC Protocols for Cyber-Physical Systems,2095388,73.51399426,Feng Xia,Springer Berlin Heidelberg,2015,,,This book provides a literature review of various wireless MAC protocols and techniques for achieving real-time and reliable communications in the context of cyber-physical systems (CPS). The evaluation analysis of IEEE 802.15.4 for CPS therein will...,True,2015-06-04T00:00:00,Jun 2015,2,97,150,networking
SCI: Scalable Coherent Interface,2446855,73.51399426,Hermann Hellwagner,Springer Berlin Heidelberg,2006,Architecture and Software for High-Performance Compute Clusters,,Scalable Coherent Interface (SCI) is an innovative interconnect standard (ANSI/IEEE Std 1596-1992) addressing the high-performance computing and networking domain. This book describes in depth one specific application of SCI: its use as a...,True,2006-12-29T00:00:00,Dec 2006,2,97,150,networking
Radio Frequency Identification: Security and Privacy Issues,2446895,73.51399426,Siddika Berna Ors Yalcin,Springer Berlin Heidelberg,2010,"6th International Workshop, RFIDSec 2010, Istanbul, Turkey, June 8-9, 2010, Revised Selected Papers",,,True,2010-10-31T00:00:00,Oct 2010,1,97,150,networking
"Leveraging Applications of Formal Methods, Verification, and Validation",2446910,73.51399426,Tiziana Margaria,Springer Berlin Heidelberg,2010,"4th International Symposium on Leveraging Applications, ISoLA 2010, Heraklion, Crete, Greece, October 18-21, 2010, Proceedings, Part II",,,True,2010-11-02T00:00:00,Nov 2010,2,97,150,networking
"On the Move to Meaningful Internet Systems, OTM 2010",2446915,132.33695426,Tharam Dillon,Springer Berlin Heidelberg,2010,"Confederated International Conferences: CoopIS, IS, DOA and ODBASE, Hersonissos, Greece, October 25-29, 2010, Proceedings, Part I",,,True,2010-11-06T00:00:00,Nov 2010,2,97,150,networking
On the Move to Meaningful Internet Systems: OTM 2010,2446916,132.33695426,Robert Meersman,Springer Berlin Heidelberg,2010,"International Workshops: AVYTAT, ADI, DATAVIEW, EI2N, ISDE, MONET, OnToContent, ORM, P2P-CDVE, SeDeS, SWWS and OTMA",,,True,2010-11-06T00:00:00,Nov 2010,3,97,150,networking
Mobile Agents: Control Algorithms,2446852,73.51399426,Joachim Baumann,Springer Berlin Heidelberg,2006,,,"In this monograph, Joachim Baumann provides in-depth coverage of essential research issues; namely, mechanisms for locating and terminating mobile agents and for orphan detection in a mobile agent system. The reader will gain insights into the...",True,2006-12-31T00:00:00,Dec 2006,1,97,150,networking
Formal Techniques for Networked and Distributed Systems - FORTE 2004,2446868,73.51399426,David de Frutos-Escrig,Springer Berlin Heidelberg,2004,"24th  IFIP WG 6.1 International Conference, Madrid Spain, September 27-30, 2004, Proceedings",,,True,2004-09-09T00:00:00,Sep 2004,2,97,150,networking
"Groupware: Design, Implementation, and Use",2446870,73.51399426,Gert-Jan de Vreede,Springer Berlin Heidelberg,2004,"10th International Workshop, CRIWG 2004, San Carlos, Costa Rica, September 5-9, 2004, Proceedings",,,True,2004-11-02T00:00:00,Nov 2004,3,97,150,networking
Euro-Par 2005 Parallel Processing,2446882,176.45417426,José C. Cunha,Springer Berlin Heidelberg,2005,"11th International Euro-Par Conference, Lisbon, Portugal, August 30 - September 2, 2005, Proceedings",,,True,2005-08-25T00:00:00,Aug 2005,2,97,150,networking
"Current Trends in Web Engineering, ICWE 2010 Workshops",2446889,132.33695426,Florian Daniel,Springer Berlin Heidelberg,2010,"10th International Conference, ICWE 2010 Workshops, Vienna, Austria, July 5-6, 2010, Revised Selected Papers",,,True,2010-10-27T00:00:00,Oct 2010,2,97,150,networking
"Leveraging Applications of Formal Methods, Verification, and Validation",2446913,132.33695426,Tiziana Margaria,Springer Berlin Heidelberg,2010,"4th International Symposium on Leveraging Applications, ISoLA 2010, Heraklion, Crete, Greece, October 18-21, 2010, Proceedings, Part I",,,True,2010-11-02T00:00:00,Nov 2010,2,97,150,networking
Service-Oriented Computing,2446955,161.74843426,Paul P. Maglio,Springer Berlin Heidelberg,2010,"8th International Conference, ICSOC 2010, San Francisco, CA, USA, December 7-10, 2010. Proceedings",,,True,2010-11-25T00:00:00,Nov 2010,4,97,150,networking
Future Generation Information Technology,2446957,132.33695426,Jung-Hyun Lee,Springer Berlin Heidelberg,2010,"Second International Conference, FGIT 2010, Jeju Island, Korea, December 13-15, 2010. Proceedings",,"As information technology (IT) becomes specialized and fragmented, it is easy to lose sight that many topics have common threads and because of this, advances in one s- discipline may transmit to another. The presentation of results between...",True,2010-11-26T00:00:00,Nov 2010,3,97,150,networking
Middleware 2010,2446958,73.51399426,Indranil Gupta,Springer Berlin Heidelberg,2010,"ACM/IFIP/USENIX 11th International Middleware Conference, Bangalore, India, November 29 - December 3, 2010. Proceedings",,"We are pleased to welcome you to the eleventh edition of the Middleware c- ference. The program this year is a sign of the robustness, activity, and cont- ued growth of the Middleware community. As computing technology around us has evolved...",True,2010-11-26T00:00:00,Nov 2010,2,97,150,networking
Principles of Distributed Systems,2446974,73.51399426,Chenyang Lu,Springer Berlin Heidelberg,2010,"14th International Conference, OPODIS 2010, Tozeur, Tunisia, December 14-17, 2010. Proceedings",,"The 14th International Conference on Principles of Distributed Systems (OPODIS 2010) took place during December 14–17, 2010 in Tozeur, Tunisia. It continued a tradition of successful conferences; Chantilly (1997), Amiens (1998), Hanoi (1999),...",True,2010-12-06T00:00:00,Dec 2010,3,97,150,networking
Transactions on Computational Science XI,2446979,73.51399426,Marina L. Gavrilova,Springer Berlin Heidelberg,2010,"Special Issue on Security in Computing, Part II",,"The LNCS journal Transactions on Computational Science reflects recent developments in the field of Computational Science, conceiving the field not as a mere ancillary science but rather as an innovative approach supporting many other scientific...",True,2010-12-07T00:00:00,Dec 2010,3,97,150,networking
The Semantic Web - ISWC 2010,2446983,132.33695426,Peter F. Patel-Schneider,Springer Berlin Heidelberg,2010,"9th International Semantic Web Conference, ISWC 2010, Shanghai, China, November 7-11, 2010, Revised Selected Papers, Part I",,"The two-volume set LNCS 6496 and 6497 constitutes the refereed proceedings of the 9th International Semantic Web Conference, ISWC 2010, held in Shanghai, China, during November 7-11, 2010. Part I contains 51 papers out of 578 submissions to the...",True,2010-12-08T00:00:00,Dec 2010,8,97,150,networking
The Semantic Web - ISWC 2010,2446984,73.51399426,Peter F. Patel-Schneider,Springer Berlin Heidelberg,2010,"9th International Semantic Web Conference, ISWC 2010, Shanghai, China, November 7-11, 2010, Revised Selected Papers, Part II",,"The two-volume set LNCS 6496 and 6497 constitutes the refereed proceedings of the 9th International Semantic Web Conference, ISWC 2010, held in Shanghai, China, during November 7-11, 2010. Part I contains 51 papers out of 578 submissions to the...",True,2010-12-08T00:00:00,Dec 2010,8,97,150,networking
Autonomic Communication,2447009,73.51399426,Michael Smirnov,Springer Berlin Heidelberg,2005,"First International IFIP Workshop, WAC 2004, Berlin, Germany, October 18-19, 2004, Revised Selected Papers",,"The ?rst IFIP Workshop on Autonomic Communication (WAC 2004) was held 18–19 October 2004 in Berlin, Germany. The workshop was organized by Fra- hofer FOKUS with the help of partners of the EU-funded Autonomic Com- nication Coordination Action —...",True,2005-07-11T00:00:00,Jul 2005,1,97,150,networking
General Theory of Information Transfer and Combinatorics,2447029,132.33695426,Rudolf Ahlswede,Springer Berlin Heidelberg,2006,,,"This book collects 63 revised, full-papers contributed to a research project on the ""General Theory of Information Transfer and Combinatorics"" that was hosted from 2001-2004 at the Center for Interdisciplinary Research (ZIF) of Bielefeld...",True,2006-12-08T00:00:00,Dec 2006,7,97,150,networking
Quality of Service – IWQoS 2005,2447037,73.51399426,Hermann de Meer,Springer Berlin Heidelberg,2007,"13th International Workshop, IWQoS 2005, Passau, Germany, June 21-23, 2005. Proceedings",,,True,2007-05-22T00:00:00,May 2007,2,97,150,networking
Information Security and Cryptology,2446934,73.51399426,Feng Bao,Springer Berlin Heidelberg,2010,"5th International Conference, Inscrypt 2009, Beijing, China, December 12-15, 2009. Revised Selected Papers",,,True,2010-11-18T00:00:00,Nov 2010,4,97,150,networking
From Active Data Management to Event-Based Systems and More,2446940,73.51399426,Kai Sachs,Springer Berlin Heidelberg,2010,Papers in Honor of Alejandro Buchmann on the Occasion of His 60th Birthday,,"Data management has evolved over the years from being strictly associated with database systems, through active databases, to become a topic that has grown beyond the scope of a single field encompassing a large range of subjects, such as...",True,2010-11-18T00:00:00,Nov 2010,3,97,150,networking
Towards a Service-Based Internet,2446966,73.51399426,Di Nitto Elisabetta,Springer Berlin Heidelberg,2010,"Third European Conference, ServiceWave 2010, Ghent, Belgium, December 13-15, 2010, Proceedings",,"This volume constitutes the refereed proceedings of the Third European Conference, ServiceWave 2010, held in Ghent, Belgium, in December 2010. The 15 revised full papers presented were carefully reviewed and selected from 49 submissions. They...",True,2010-12-06T00:00:00,Dec 2010,2,97,150,networking
Internet and Network Economics,2446976,73.51399426,Amin Saberi,Springer Berlin Heidelberg,2010,"6th International Workshop, WINE 2010, Stanford, CA, USA, December 13-17, 2010, Proceedings",,"This book constitutes the refereed proceedings of the 6th International Workshop on Internet and Network Economics, WINE 2010, held in Stanford, USA, in December 2010.The 52 revised full papers presented were carefully reviewed and selected from...",True,2010-12-06T00:00:00,Dec 2010,1,97,150,networking
Transactions on Computational Science X,2446980,73.51399426,Marina L. Gavrilova,Springer Berlin Heidelberg,2010,"Special Issue on Security in Computing, Part I",,"The LNCS journal Transactions on Computational Science reflects recent developments in the field of Computational Science, conceiving the field not as a mere ancillary science but rather as an innovative approach supporting many other scientific...",True,2010-12-07T00:00:00,Dec 2010,3,97,150,networking
Real-World Wireless Sensor Networks,2446981,73.51399426,Pedro José Marron,Springer Berlin Heidelberg,2010,"4th International Workshop, REALWSN 2010, Colombo, Sri Lanka, December 16-17, 2010, Proceedings",,,True,2010-12-07T00:00:00,Dec 2010,4,97,150,networking
Information Systems Security,2446982,73.51399426,Somesh Jha,Springer Berlin Heidelberg,2010,"6th International Conference, ICISS 2010, Gandhinagar, India, December 17-19, 2010",,,True,2010-12-07T00:00:00,Dec 2010,2,97,150,networking
Security Protocols,2446987,73.51399426,Bruce Christianson,Springer Berlin Heidelberg,2010,"15th International Workshop, Brno, Czech Republic, April 18-20, 2007. Revised Selected Papers",,"This book constitutes the thoroughly refereed post-proceedings of the 15th International Workshop on Security Protocols, held in Brno, Czech Republic, in April 2007.The 15 revised full papers presented together with edited transcriptions of some...",True,2010-12-10T00:00:00,Dec 2010,4,97,150,networking
Formal Methods for Mobile Computing,2447019,73.51399426,Marco Bernardo,Springer Berlin Heidelberg,2005,"5th International School on Formal Methods for the Design of Computer, Communication, and Software Systems, SFM-Moby 2005, Bertinoro, Italy, April 26-30, 2005, Advanced Lectures",,,True,2005-04-25T00:00:00,Apr 2005,2,97,150,networking
Web Information Systems Engineering - WISE 2010,2447059,147.04269426,Lei Chen,Springer Berlin Heidelberg,2010,"11th International Conference, Hong Kong, China, December 12-14, 2010, Proceedings",,"th Welcome to the Proceedings of WISE 2010 — the 11 International Conference on Web Information Systems Engineering. This year, WISE returned to the place where the inaugural conference was held in 2000, Hong Kong. WISE has also been held in: 2001...",True,2010-12-29T00:00:00,Dec 2010,3,97,150,networking
"Agent Systems, Mobile Agents, and Applications",2447114,73.51399426,David Kotz,Springer Berlin Heidelberg,2004,"Second International Symposium on Agent Systems and Applications and Fourth International Symposium on Mobile Agents, ASA/MA 2000 Zurich, Switzerland, September 13-15, 2000 Proceedings",,,True,2004-02-02T00:00:00,Feb 2004,2,97,150,networking
Distributed Computing and Networking,2447122,73.51399426,Marcos K. Aguilera,Springer Berlin Heidelberg,2011,"12th International Conference, ICDCN 2011, Bangalore, India, January 2-5, 2011, Proceedings",,"This book constitutes the refereed proceedings of the 12th International Conference on Distributed Computing and Networking, ICDCN 2011, held in Bangalore, India, during January 2-5, 2011.The 31 revised full papers and 3 revised short papers...",True,2011-01-10T00:00:00,Jan 2011,5,97,150,networking
Group Communications and Charges; Technology and Business Models,2447153,73.51399426,Burkhard Stiller,Springer Berlin Heidelberg,2011,"5th COST264 International Workshop on Networked Group Communications, NGC 2003, and 3rd International Workshop on Internet Charging and QoS Technologies, ICQT 2003, Munich, Germany, September 16-19, 2003 Proceedings",,,True,2011-04-08T00:00:00,Apr 2011,4,97,150,networking
Information Networking Advances in Data Communications and Wireless Networks,2447057,132.33695426,Ilyoung Chong,Springer Berlin Heidelberg,2006,"International Conference, ICOIN 2006, Sendai, Japan, January 16-19, 2006, Revised Selected Papers",,"This book constitutes the thoroughly refereed post-proceedings of the International Conference on Information Networking, ICOIN 2006 held in Sendai, Japan in January 2006. The 98 revised full papers presented were carefully selected and improved...",True,2006-11-07T00:00:00,Nov 2006,2,97,150,networking
Intelligence in Communication Systems,2447084,73.51399426,Finn Arve Aagesen,Springer Berlin Heidelberg,2004,"IFIP International Conference, INTELLCOMM 2004, Bangkok, Thailand, November 23-26, 2004, Proceedings",,"The 2004 IFIP International Conference on Intelligence in Communication S- tems(INTELLCOMM2004),heldinBangkok,Thailand,23–26November2004, was the successor and an expansion of SMARTNET, a series of annual conf- ences on intelligence in networks...",True,2004-11-03T00:00:00,Nov 2004,3,97,150,networking
Trends in Distributed Systems: Towards a Universal Service Market,2447178,73.51399426,Claudia Linnhoff-Popien,Springer Berlin Heidelberg,2006,"Third International IFIP/GI Working Conference, USM 2000 Munich, Germany, September 12-14, 2000 Proceedings",,"USM 2000 is the third event in a series of international IFIP/GI conferences on Trends in Distributed Systems. Following the venues in Aachen, Germany (1996) and Hamburg, Germany (1998), this event in Munich considers the trend towards a Universal...",True,2006-12-30T00:00:00,Dec 2006,2,97,150,networking
Resource Allocation in Wireless Networks,2447180,54.95535038,Slawomir Stanczak,Springer Berlin Heidelberg,2006,Theory and Algorithms,,Resource Allocation in Wireless Networks demonstrates that emerging applications and directions require fundamental understanding on how to design and control wireless networks that lie far beyond what the currently existing theory can provide. It...,True,2006-11-22T00:00:00,Nov 2006,3,97,150,networking
Information Networking. Networking Technologies for Broadband and Mobile Networks,2447132,132.33695426,Hyun-Kook Kahng,Springer Berlin Heidelberg,2004,"International Conference ICOIN 2004, Busan, Korea, February 18-20, 2004, Revised Selected Papers",,,True,2004-08-23T00:00:00,Aug 2004,1,97,150,networking
Peer-to-Peer Systems and Applications,2447150,73.51399426,Ralf Steinmetz,Springer Berlin Heidelberg,2005,,,"Starting with Napster and Gnutella, peer-to-peer systems became an integrated part of the Internet fabric attracting millions of users. According to recent evaluations, peer-to-peer traffic now exceeds Web traffic, once the dominant traffic on the...",True,2005-11-03T00:00:00,Nov 2005,2,97,150,networking
Euro-Par 2003 Parallel Processing,2447174,73.51399426,Harald Kosch,Springer Berlin Heidelberg,2004,"9th International Euro-Par Conference, Klagenfurt, Austria, August 26–29, 2003 Proceedings",,Euro-ParConferenceSeries The European Conference on Parallel Computing (Euro-Par) is an international conference series dedicated to the promotion and advancement of all aspects of parallel and distributed computing. The major themes fall into the...,True,2004-06-01T00:00:00,Jun 2004,3,97,150,networking
Active Networks,2447183,73.51399426,Stefan Covaci,Springer Berlin Heidelberg,2004,"First International Working Conference, IWAN'99, Berlin, Germany, June 30 - July 2, 1999, Proceedings",,"This book constitutes the refereed proceedings of the First International Workshop on Active Networks, IWAN'99, held in Berlin, Germany in June/July 1999.The 30 revised full papers presented were carefully reviewed and selected from a total of 80...",True,2004-02-02T00:00:00,Feb 2004,1,97,150,networking
Parallel and Distributed Computing: Applications and Technologies,2447208,132.33695426,Kim-Meow Liew,Springer Berlin Heidelberg,2004,"5th International Conference, PDCAT 2004, Singapore, December 8-10, 2004, Proceedings",,"The 2004 International Conference on Parallel and Distributed Computing, - plications and Technologies (PDCAT 2004) was the ?fth annual conference, and was held at the Marina Mandarin Hotel, Singapore on December 8–10, 2004. Since the inaugural...",True,2004-12-07T00:00:00,Dec 2004,6,97,150,networking
"Ad-Hoc, Mobile, and Wireless Networks",2447212,73.51399426,Violet R. Syrotiuk,Springer Berlin Heidelberg,2005,"4th International Conference, ADHOC-NOW 2005, Cancun, Mexico, October 6-8, 2005, Proceedings",,,True,2005-10-06T00:00:00,Oct 2005,2,97,150,networking
Distributed Computing and Internet Technology,2447214,132.33695426,Goutam Chakraborty,Springer Berlin Heidelberg,2005,"Second International Conference, ICDCIT 2005, Bhubaneswar, India, December 22-24, 2005, Proceedings",,The opening ceremony and pre-conference tutorials on various related topics were held on December 21. The technical program started on December 22 and continued for three days. The program was arranged in single track so as to enable participants...,True,2005-12-09T00:00:00,Dec 2005,1,97,150,networking
Peer-to-Peer Systems II,2447259,73.51399426,Frans Kaashoek,Springer Berlin Heidelberg,2003,"Second International Workshop, IPTPS 2003, Berkeley, CA, USA, February 21-22,2003, Revised Papers",,"In very short time, peer-to-peer computing has evolved from an attractive new paradigm into an exciting and vibrant research field bringing together researchers from systems, networking, and theory.This book constitutes the thoroughly refereed...",True,2003-10-24T00:00:00,Oct 2003,2,97,150,networking
Engineering Secure Software and Systems,2447284,73.51399426,Úlfar Erlingsson,Springer Berlin Heidelberg,2011,"Third International Symposium, ESSoS 2011, Madrid, Spain, February 9-10, 2011, Proceedings",,"This book constitutes the refereed proceedings of the Third International Symposium on Engineering Secure Software and Systems, ESSoS 2011, held in Madrid, Italy, in February 2011. The 18 revised full papers presented together with 3 idea papers...",True,2011-01-24T00:00:00,Jan 2011,3,97,150,networking
Information Networking,2447296,132.33695426,Hyun-Kook Kahng,Springer Berlin Heidelberg,2003,"Networking Technologies for Enhanced Internet Services, International Conference, ICOIN 2003, Cheju Island, Korea, February 12-14, 2003, Revised Selected Papers",,"This book constitutes the thoroughly refereed post-proceedings of the International Conference on Information Networking, ICOIN 2003, held at Cheju Island, Korea in February 2003.The 100 revised full papers presented were carefully selected...",True,2003-10-24T00:00:00,Oct 2003,1,97,150,networking
Wireless Sensor Networks,2447311,73.51399426,Pedro José Marrón,Springer Berlin Heidelberg,2011,"8th European Conference, EWSN 2011, Bonn, Germany, February 23-25, 2011, Proceedings",,"This book constitutes the refereed proceedings of the 8th European Conference on Wireless Sensor Networks, EWSN 2011, held in Bonn, Germany, in February 2011. The 14 revised full papers presented were carefully reviewed and selected from 87...",True,2011-02-14T00:00:00,Feb 2011,2,97,150,networking
