Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Mastering Blockchain..,210113061,91.99,Imran Bashir,Packt Publishing,2020,"A deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more",,,True,2020-08-31T00:00:00,Aug 2020,1,97,150,DB
Data Mining and Machine Learning,209886895,92.6982925,Mohammed J. Zaki,Cambridge University Press,2020,Fundamental Concepts and Algorithms, (2nd ed.),"New to the second edition of this advanced text are several chapters on regression, including neural networks and deep learning.",True,2020-01-30T00:00:00,Jan 2020,2,97,150,DB
SQL Server 2019 Administration Inside Out,209969269,65.32422795,Randolph West,Pearson Education,2020,,,"Dive into SQL Server 2019 administration–and really put your SQL Server DBA expertise to work. This supremely organised reference packs hundreds of timesaving solutions, tips, and workarounds–all you need to plan, implement, manage, and secure SQL Server 2019 in any production environment: on-premises, cloud, or hybrid. Six experts thoroughly...",True,2020-03-11T00:00:00,Mar 2020,6,97,150,DB
A Hands-On Introduction to Data Science,209931510,64.4718842,Chirag Shah,Cambridge University Press,2020,,,An introductory textbook offering a low barrier entry to data science; the hands-on approach will appeal to students from a range of disciplines.,True,2020-04-02T00:00:00,Apr 2020,1,97,150,DB
Building a Scalable Data Warehouse with Data Vault 2.0,2226584,95.21628975,Daniel Linstedt,Elsevier Science,2015,,,"The Data Vault was invented by Dan Linstedt at the U.S. Department of Defense, and the standard has been successfully applied to data warehousing projects at organizations of different sizes, from small to large-size corporations. Due to its simplified design, which is adapted from nature, the Data Vault 2.0 standard helps prevent...",True,2015-09-15T00:00:00,Sep 2015,2,97,150,DB
"SQL in 10 Minutes a Day, Sams Teach Yourself",209825122,32.65530795,Ben Forta,Pearson Education,2019,, (5th ed.),"Whether you're an application developer, database administrator, web application designer, mobile app developer, or Microsoft Office users, a good working knowledge of SQL is an important part of interacting with databases. And Sams Teach Yourself SQL in 10 Minutes offers the straightforward, practical answers you need to help you do your job....",True,2019-10-29T00:00:00,Oct 2019,1,97,150,DB
Refactoring Databases,726508,54.43458795,Scott W. Ambler,Pearson Education,2006,Evolutionary Database Design,,"Refactoring has proven its value in a wide range of development projects–helping software professionals improve system designs, maintainability, extensibility, and performance. Now, for the first time, leading agile methodologist Scott Ambler and renowned consultant Pramodkumar Sadalage introduce powerful refactoring techniques...",True,2006-03-03T00:00:00,Mar 2006,2,97,150,DB
Professional Microsoft SQL Server 2014 Integration Services,1666546,65.99,Brian Knight,Wiley,2014,,,"Fill the gap between planning and doing with SSIS 2014 The 2014 release of Microsoft's SQL Server Integration Services provides enhancements for managing extraction, transformation, and load operations, plus expanded...",True,2014-04-03T00:00:00,Apr 2014,5,97,150,DB
Database in Depth,540462,27.99,C. J. Date,O'Reilly Media,2005,Relational Theory for Practitioners,,"This book sheds light on the principles behind the relational model, which is fundamental to all database-backed applications--and, consequently, most of the work that goes on in the computing world today. Database in Depth: The Relational Model for Practitioners goes beyond the hype and gets to the heart of how relational databases actually...",True,2007-06-19T00:00:00,May 2005,1,97,150,DB
Database Design for Mere Mortals,1126748,59.87940795,Michael J. Hernandez,Pearson Education,1753,A Hands-On Guide to Relational Database Design, (3rd ed.),"&nbsp; Michael J. Hernandez’s best-selling Database Design for Mere Mortals has earned worldwide respect as the clearest, simplest way to learn relational database design. Now, he’s made this hands-on, software-independent tutorial even easier, while ensuring that his design methodology is still relevant to the latest databases, applications,...",True,2021-07-27T00:00:00,Jan 1753,1,97,150,DB
An Introduction to Description Logic,95747687,55.6012342,Franz Baader,Cambridge University Press,2017,,,"The first introductory textbook on description logics, relevant to computer science, knowledge representation and the semantic web.",True,2017-04-07T00:00:00,Apr 2017,4,97,150,DB
Blockchain Basics,95729355,37.08787628,Daniel Drescher,Apress,2017,A Non-Technical Introduction in 25 Steps,,"In 25 concise steps, you will learn the basics of blockchain technology. No mathematical formulas, program code, or computer science jargon are used. No previous knowledge in computer science, mathematics, programming, or cryptography is required....",True,2017-03-14T00:00:00,Mar 2017,1,97,150,DB
PostgreSQL 12 High Availability Cookbook,209968895,49.99,Shaun Thomas,Packt Publishing,2020,Over 100 recipes to design a highly available server with the advanced features of PostgreSQL 12,,,True,2020-02-25T00:00:00,Feb 2020,1,97,150,DB
Learn PostgreSQL,210137982,49.99,Luca Ferrari,Packt Publishing,2020,Build and manage high-performance database solutions using PostgreSQL 12 and 13,,,True,2020-10-09T00:00:00,Oct 2020,2,97,150,DB
MySQL Stored Procedure Programming,540656,35.99,Guy Harrison,O'Reilly Media,2006,Building High-Performance Web Applications in MySQL,,"The implementation of stored procedures in MySQL 5.0 a hugemilestone -- one that is expected to lead to widespread enterprise adoption ofthe already extremely popular MySQL database. If you are serious aboutbuilding the web-based database applications of the future, you need toget up to speed quickly on how stored procedures work -- and how...",True,2008-01-17T00:00:00,Mar 2006,2,97,150,DB
Data Science in Context,210647657,45.92335505,Alfred Z. Spector,Cambridge University Press,2022,"Foundations, Challenges, Opportunities",,Four leading experts convey the promise of data science and examine challenges in achieving its benefits and mitigating some harms.,True,2022-10-20T00:00:00,Oct 2022,4,97,150,DB
Mastering PostgreSQL 13,210169249,44.99,Hans-Jürgen Schönig,Packt Publishing,2020,"Build, administer, and maintain database applications efficiently with PostgreSQL 13",,,True,2020-11-13T00:00:00,Nov 2020,1,97,150,DB
PHP and MySQL for Dynamic Web Sites,95898109,54.43458795,Larry Ullman,Pearson Education,2017,Visual QuickPro Guide, (5th ed.),Learn PHP and MySQL programming— the quick and easy way! Easy visual approach uses demonstrations and real-world examples to guide you step by step through advanced techniques for dynamic Web development using PHP and MySQL. Concise steps and explanations let you get up and running in no time. Essential reference guide keeps you coming back...,True,2017-11-02T00:00:00,Nov 2017,1,97,150,DB
Tabular Modeling in Microsoft SQL Server Analysis Services,95824184,65.32422795,Marco Russo,Pearson Education,2017,, (2nd ed.),"Build agile and responsive business intelligence solutions Create a semantic model and analyze data using the tabular model in SQL Server 2016 Analysis Services to create corporate-level business intelligence (BI) solutions. Led by two BI experts, you will learn how to build, deploy, and query a tabular model by following detailed...",True,2017-04-12T00:00:00,Apr 2017,2,97,150,DB
Effective SQL,95824315,48.98976795,John L. Viescas,Pearson Education,2017,61 Specific Ways to Write Better SQL,,"“Given the authors’ reputations, I expected to be impressed. I was blown away! . . . Most SQL books sit on my shelf. This one will live on my desk.” –Roger Carlson, Microsoft Access MVP (2006-2015) “Rather than stumble around reinventing wheels or catching glimpses of the proper approaches, do yourself a favor: Buy this book.” —Dave...",True,2017-01-09T00:00:00,Jan 2017,3,97,150,DB
PostgreSQL Query Optimization,210275373,72.82282448,Henrietta Dombrovskaya,Apress,2021,The Ultimate Guide to Building Efficient Queries,,"Write optimized queries. This book helps you write queries that perform fast and deliver results on time. You will learn that query optimization is not a dark art practiced by a small, secretive cabal of sorcerers. Any motivated professional can...",True,2021-04-22T00:00:00,Apr 2021,3,97,150,DB
"SQL in 10 Minutes, Sams Teach Yourself",1048965,32.65530795,Ben Forta,Pearson Education,2012,, (4th ed.),"Whether you're an application developer, database administrator, web application designer, mobile app developer, or Microsoft Office users, a good working knowledge of SQL is an important part of interacting with databases. And Sams Teach Yourself SQL in 10 Minutes offers the straightforward, practical answers you need to help you do your job....",True,2012-10-18T00:00:00,Oct 2012,1,97,150,DB
Successful Business Intelligence 2E (PB),1122764,51.453549,Cindi Howson,McGraw Hill LLC,2013,Unlock the Value of BI & Big Data, (2nd ed.),"Revised to cover new advances in business intelligence—big data, cloud, mobile, and more—this fully updated bestseller reveals the latest techniques to exploit BI for the highest ROI. “Cindi has created, with her typical attention to details that matter, a contemporary forward-looking guide that organizations could use to evaluate existing or...",True,2013-11-08T00:00:00,Nov 2013,1,97,150,DB
SysML Distilled,1562310,43.54494795,Lenny Delligatti,Pearson Education,2013,A Brief Guide to the Systems Modeling Language,,"The Systems Modeling Language (SysML) extends UML with powerful systems engineering capabilities for modeling a wider spectrum of systems and capturing all aspects of a system’s design.&nbsp; SysML Distilled is the first clear, concise guide for everyone who wants to start creating effective SysML models. (Drawing on his pioneering...",True,2013-11-08T00:00:00,Nov 2013,1,97,150,DB
The Data Model Resource Book,708089,94.0,Len Silverston,Wiley,2011,Volume 3: Universal Patterns for Data Modeling,,"This third volume of the best-selling ""Data Model Resource Book"" series revolutionizes the data modeling discipline by answering the question ""How can you save significant time while improving the quality of any type of data modeling effort?"" In...",True,2011-03-21T00:00:00,Mar 2011,2,97,150,DB
Oracle SQL*Loader: The Definitive Guide,540701,27.99,Jonathan Gennick,O'Reilly Media,2001,The Definitive Guide,,"SQL Loader is a ubiquitous tool in the Oracle world. It has been shipped with Oracle since at least Version 6 and continues to be supported and enhanced with each new version of Oracle, including Oracle8 and Oracle8 i. The job of SQL Loader is to load data from flat files into an Oracle database. It's optimized for loading large volumes of data,...",True,2008-02-21T00:00:00,Apr 2001,2,97,150,DB
SQL Server 2022 Administration Inside Out,210805904,65.32422795,Randolph West,Pearson Education,2023,,,"Conquer SQL Server 2022 and Azure SQL administration from the inside out! Dive into SQL Server 2022 administration and grow your Microsoft SQL Server data platform skillset. This well-organized reference packs in timesaving solutions, tips, and workarounds, all you need to plan, implement, deploy, provision, manage, and secure SQL...",True,2023-04-27T00:00:00,Apr 2023,6,97,150,DB
Pro T-SQL Programmer's Guide,1998660,123.6752734,Jay Natarajan,Apress,2015,, (4th ed.),"Pro T&ndash;SQL Programmer&rsquo;s Guide is your guide to making the best use of the powerful, Transact-SQL programming language that is built into Microsoft SQL Server's database engine. This edition is updated to cover the new, in-memory features that are part of SQL Server 2014. Discussing new and existing features, the book takes...",True,2015-03-02T00:00:00,Mar 2015,5,97,150,DB
Practical DataOps,209907905,50.83774318,Harvinder Atwal,Apress,2019,Delivering Agile Data Science at Scale,,"Gain a practical introduction to DataOps, a new discipline for delivering data science at scale inspired by practices at companies such as Facebook, Uber, LinkedIn, Twitter, and eBay. Organizations need more than the latest AI algorithms, hottest tools, and best people to turn data into insight-driven action and useful analytical data...",True,2019-12-09T00:00:00,Dec 2019,1,97,150,DB
The Azure Data Lakehouse Toolkit,210622435,78.32277124,Ron L'Esteve,Apress,2022,"Building and Scaling Data Lakehouses on Azure with Delta Lake, Apache Spark, Databricks, Synapse Analytics, and Snowflake",,"Design and implement a modern data lakehouse on the Azure Data Platform using Delta Lake, Apache Spark, Azure Databricks, Azure Synapse Analytics, and Snowflake. This book teaches you the intricate details of the Data Lakehouse Paradigm and how to efficiently design a cloud-based data lakehouse using highly performant and cutting-edge...",True,2022-07-13T00:00:00,Jul 2022,1,97,150,DB
The Semantic Web Explained,1682368,60.4446091,Péter Szeredi,Cambridge University Press,2014,The Technology and Mathematics behind Web 3.0,,"Describes the underlying theory as well as algorithms, optimisation ideas and implementation details. Includes numerous examples and exercises.",True,2014-09-11T00:00:00,Sep 2014,4,97,150,DB
Statistical Methods for Recommender Systems,2463125,70.92084675,Deepak K. Agarwal,Cambridge University Press,2016,,,This book provides an in-depth discussion of challenges encountered in deploying real-life large-scale systems and the state-of-the-art solutions in personalization.,True,2016-02-24T00:00:00,Feb 2016,2,97,150,DB
"Databases DeMYSTiFieD, 2nd Edition",615969,29.402028,Andy Oppel,McGraw Hill LLC,2010,, (2nd ed.),"Learning DATABASE fundamentals just got a whole lot EASIER! Now you can design, build, and manage a fully functional database with ease. Thoroughly updated to cover the latest technologies and techniques, Databases Demystified , Second Edition gives you the hands-on help you need to get started. Written in a step-by-step format, this practical...",True,2010-10-22T00:00:00,Oct 2010,1,97,150,DB
"Delivering Business Intelligence with Microsoft SQL Server 2016, Fourth Edition",95584468,61.254225,Brian Larson,McGraw Hill LLC,2016,, (4th ed.),"Distribute Actionable, Timely BI with Microsoft® SQL Server® 2016 and Power BI Drive better, faster, more informed decision making across your organization using the expert tips and best practices featured in this hands-on guide. Delivering Business Intelligence with Microsoft SQL Server 2016, Fourth Edition, shows, step-by-step, how to...",True,2016-11-04T00:00:00,Nov 2016,1,97,150,DB
A Mathematical Introduction to Logic,297043,122.49483795,Herbert B. Enderton,Elsevier Science,2001,, (2nd ed.),A Mathematical Introduction to Logic,True,2001-01-23T00:00:00,Jan 2001,1,97,150,DB
"Microsoft SQL Server 2016: A Beginner's Guide, Sixth Edition",95523624,55.1288025,Dusan Petkovic,McGraw Hill LLC,2016,, (6th ed.),"Up-to-date Microsoft SQL Server 2016 skills made easy! Get up and running on Microsoft SQL Server 2016 in no time with help from this thoroughly revised, practical resource. The book offers thorough coverage of SQL management and development and features full details on the newest business intelligence, reporting, and security features. Filled...",True,2016-10-14T00:00:00,Oct 2016,1,97,150,DB
Search User Interfaces,1103637,63.66465505,Marti A. Hearst,Cambridge University Press,2009,,,Focuses on the human users of search engines and the tools available for interaction and visualization in searches.,True,2009-09-21T00:00:00,Sep 2009,1,97,150,DB
Blockchain For Dummies,209654131,35.99,Tiana Laurence,Wiley,2019,, (2nd ed.),Unravel the mysteries of blockchains Blockchain technologies are disrupting some of the world’s biggest industries. Blockchain For Dummies provides a fast way to catch up with the...,True,2019-04-01T00:00:00,Apr 2019,1,97,150,DB
Advanced MySQL 8,209599073,44.99,Eric Vanier,Packt Publishing,2019,Discover the full potential of MySQL and ensure high performance of your database,,,True,2019-01-31T00:00:00,Jan 2019,3,97,150,DB
SQL Server 2017 Query Performance Tuning,96453608,109.94011224,Grant Fritchey,Apress,2018,Troubleshoot and Optimize Query Performance, (5th ed.),"&lt;p&gt;Identify and fix causes of poor performance. You will learn Query Store, adaptive execution plans, and automated tuning on the Microsoft Azure SQL Database platform. Anyone responsible for writing or creating T-SQL queries will find...",True,2018-09-03T00:00:00,Sep 2018,1,97,150,DB
Professional Microsoft SQL Server 2016 Reporting Services and Mobile Reports,2523428,66.0,Paul Turley,Wiley,2017,,,"Optimize reporting and BI with Microsoft SQL Server 2016 Professional Microsoft SQL Server 2016 Reporting Services and Mobile Reports provides a comprehensive lesson in business intelligence (BI),...",True,2017-01-17T00:00:00,Jan 2017,3,97,150,DB
Data Model Patterns,1318320,27.21048795,David C. Hay,Pearson Education,2013,Conventions of Thought,,"This is&nbsp; the digital version of the printed book (Copyright © 1996). Learning the basics of a modeling technique is not the same as learning how to use and apply it. To develop a data model of an organization is to gain insights into its nature that do not come easily. Indeed, analysts are often expected to understand subtleties...",True,2013-07-15T00:00:00,Jul 2013,1,97,150,DB
Microsoft Power Platform Functional Consultant: PL-200 Exam Guide,210180037,58.99,Julian Sharp,Packt Publishing,2020,Learn how to customize and configure Microsoft Power Platform and prepare for the PL-200 exam,,,True,2020-12-04T00:00:00,Dec 2020,1,97,150,DB
Oracle Database 12c DBA Handbook,1122757,79.6304925,Bob Bryla,McGraw Hill LLC,2015,,,"The definitive reference for every Oracle DBA—completely updated for Oracle Database 12 c Oracle Database 12c DBA Handbook is the quintessential tool for the DBA with an emphasis on the big picture—enabling administrators to achieve effective and efficient database management. Fully revised to cover every new feature and utility, this Oracle...",True,2015-07-03T00:00:00,Jul 2015,1,97,150,DB
Oracle Database 12c Release 2 Performance Tuning Tips & Techniques,95713920,85.755915,Richard Niemiec,McGraw Hill LLC,2017,,,"Proven Database Optimization Solutions―Fully Updated for Oracle Database 12c Release 2 Systematically identify and eliminate database performance problems with help from Oracle Certified Master Richard Niemiec. Filled with real-world case studies and best practices, Oracle Database 12c Release 2 Performance Tuning Tips and Techniques details the...",True,2017-03-22T00:00:00,Mar 2017,1,97,150,DB
MongoDB Fundamentals,210191513,44.99,Amit Phaltankar,Packt Publishing,2020,A hands-on guide to using MongoDB and Atlas in the real world,,,True,2020-12-22T00:00:00,Dec 2020,4,97,150,DB
Geospatial Data Analytics on AWS,210896576,47.99,Scott Bateman,Packt Publishing,2023,Discover how to manage and analyze geospatial data in the cloud,,,True,2023-06-30T00:00:00,Jun 2023,3,97,150,DB
PostgreSQL 16 Administration Cookbook,211163285,55.99,Gianni Ciolli,Packt Publishing,2023,Solve real-world Database Administration challenges with 180+ practical recipes and best practices,,,True,2023-12-04T00:00:00,Dec 2023,5,97,150,DB
Pro SQL Server 2019 Administration,209821157,86.57269138,Peter A. Carter,Apress,2019,A Guide for the Modern DBA, (2nd ed.),"Use this comprehensive guide for the SQL Server DBA, covering all that practicing database administrators need to know to get their daily work done. Updated for SQL Server 2019, this edition&nbsp;includes coverage of new features such as...",True,2019-10-18T00:00:00,Oct 2019,1,97,150,DB
Pro T-SQL 2019,209966511,64.58761008,Elizabeth Noble,Apress,2020,"Toward Speed, Scalability, and Standardization for SQL Server Developers",,Design and write simple and efficient T-SQL code in SQL Server 2019 and beyond. Writing T-SQL that pulls back correct results can be challenging. This book provides the help you need in writing T-SQL that performs fast and is easy to maintain. You...,True,2020-02-12T00:00:00,Feb 2020,1,97,150,DB
Pro SQL Server Relational Database Design and Implementation,210186480,92.07263814,Louis Davidson,Apress,2020,Best Practices for Scalability and Performance, (6th ed.),"Learn effective and scalable database design techniques in SQL Server 2019 and other recent SQL Server versions. This book is revised to cover additions to SQL Server that include SQL graph enhancements, in-memory online transaction processing, temporal data storage, row-level security, and other design-related features. This book will...",True,2020-12-14T00:00:00,Dec 2020,1,97,150,DB
Mastering Snowflake Solutions,210507977,72.82282448,Adam Morton,Apress,2022,Supporting Analytics and Data Sharing,,"Design for large-scale, high-performance queries using Snowflake’s query processing engine to empower data consumers with timely, comprehensive, and secure access to data. This book also helps you protect your most valuable data assets using built-in security features such as end-to-end encryption for data at rest and in transit. It...",True,2022-02-27T00:00:00,Feb 2022,1,97,150,DB
Building the Snowflake Data Cloud,210656823,78.32277124,Andrew Carruthers,Apress,2022,Monetizing and Democratizing Your Data,,"Implement the Snowflake Data Cloud using best practices and reap the benefits of scalability and low-cost from the industry-leading, cloud-based, data warehousing platform.&nbsp;This book provides a detailed how-to explanation, and assumes familiarity with Snowflake core concepts and principles. It is a project-oriented book with a...",True,2022-08-26T00:00:00,Aug 2022,1,97,150,DB
SnowPro™ Core Certification Companion,210749251,72.82282448,Maja Ferle,Apress,2023,Hands-on Preparation and Practice,,"This study companion helps you prepare for the SnowPro Core Certification exam. The author&nbsp; guides your studies so you will not have to tackle the exam by yourself. To help you track your progress, chapters in this book correspond to the exam domains as described on Snowflake’s website. Upon studying the material in this book, you...",True,2023-03-09T00:00:00,Mar 2023,1,97,150,DB
Exam Ref 70-764 Administering a SQL Database Infrastructure,95863249,43.54494795,Victor Isakov,Pearson Education,2017,,,"Direct from Microsoft, this Exam Ref is the official study guide for the new Microsoft 70-764 Administering a SQL Database Infrastructure certification exam, the first of two exams required for MCSA: SQL 2016 Database Administration certification. &nbsp; Exam Ref 70-764 Administering a SQL Database Infrastructure offers professional-level...",True,2017-09-26T00:00:00,Sep 2017,1,97,150,DB
Sentiment Analysis,2056056,97.53279675,Bing Liu,Cambridge University Press,2015,"Mining Opinions, Sentiments, and Emotions",,This book gives a comprehensive introduction to all the core areas and many emerging themes of sentiment analysis.,True,2015-06-04T00:00:00,Jun 2015,1,97,150,DB
BusinessObjects XI (Release 2): The Complete Reference,292236,85.755915,Cindi Howson,McGraw Hill LLC,2005,,,"This book is a must read for anyone deploying BusinessObjects. It covers everything from planning your upgrade to the latest release, to best practices in universe design, and powerful report creation that maximizes business insight. This book covers the most frequently used features for the full BI suite, in one comprehensive book. There's in...",True,2005-09-05T00:00:00,Sep 2005,1,97,150,DB
"Microsoft SQL Server 2019: A Beginner's Guide, Seventh Edition",209907777,75.955239,Dusan Petkovic,McGraw Hill LLC,2020,, (7th ed.),"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. Get Up to Speed on Microsoft® SQL Server® 2019 Quickly and Easily Start working with Microsoft SQL Server 2019 in no time with help from this thoroughly...",True,2020-01-03T00:00:00,Jan 2020,1,97,150,DB
Beginning Microsoft SQL Server 2012 Programming,818034,47.99,Paul Atkinson,Wiley,2012,,,"Get up to speed on the extensive changes to the newest release of Microsoft SQL Server The 2012 release of Microsoft SQL Server changes how you develop applications for SQL Server. With this comprehensive resource,...",True,2012-04-09T00:00:00,Apr 2012,2,97,150,DB
Data Mining: Concepts and Techniques,729031,102.02231475,Jiawei Han,Elsevier Science,2011,, (3rd ed.),"Data Mining: Concepts and Techniques provides the concepts and techniques in processing gathered data or information, which will be used in various applications. Specifically, it explains data mining and the tools used in discovering knowledge from the collected data. This book is referred as the knowledge discovery from data (KDD). It...",True,2011-06-09T00:00:00,Jun 2011,3,97,150,DB
Databases A Beginner's Guide,432471,51.453549,Andy Oppel,McGraw Hill LLC,2009,,,"Essential Database Skills--Made Easy! Learn standard database design and management techniques applicable to any type of database. Featuring clear examples using both Microsoft Access and Oracle, Databases: A Beginner's Guide begins by showing you how to use Structured Query Language (SQL) to create and access database objects. Then, you'll...",True,2009-05-31T00:00:00,May 2009,1,97,150,DB
Joe Celko's SQL Programming Style,234986,59.82495975,Joe Celko,Elsevier Science,2005,,,"Are you an SQL programmer that, like many, came to SQL after learning and writing procedural or object-oriented code? Or have switched jobs to where a different brand of SQL is being used, or maybe even been told to learn SQL yourself? If even one answer is yes, then you need this book. A ""Manual of Style"" for the SQL programmer, this...",True,2005-05-19T00:00:00,May 2005,1,97,150,DB
Data Science Strategy For Dummies,209704483,35.99,Ulrika Jägare,Wiley,2019,,,All the answers to your data science questions Over half of all businesses are using data science to generate insights and value from big data. How are they doing it? Data Science Strategy...,True,2019-06-10T00:00:00,Jun 2019,1,97,150,DB
PHP and MySQL Web Development,95824258,65.32422795,Luke Welling,Pearson Education,2016,, (5th ed.),"PHP and MySQL Web Development, Fifth Edition The definitive guide to building database-driven Web applications with PHP and MySQL PHP and MySQL are popular open-source technologies that are ideal for quickly developing database-driven Web applications. PHP is a powerful scripting language designed to enable developers to create highly...",True,2016-09-27T00:00:00,Sep 2016,2,97,150,DB
Professional Microsoft SQL Server 2012 Analysis Services with MDX and DAX,818013,65.99,Sivakumar Harinath,Wiley,2012,,,"Understand Microsoft's dramatically updated new release of its premier toolset for business intelligence The first major update to Microsoft's state-of-the-art, complex toolset for business intelligence (BI) in years...",True,2012-10-02T00:00:00,Oct 2012,5,97,150,DB
