Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
The Effective Change Manager's Handbook,1825989,77.13661472,Richard Smith,Kogan Page,2014,,,"Define and practice change management more successfully with this official guide to the Change Management Body of Knowledge, complete with practical tools, underpinning theory and best practice.",True,2014-11-03T00:00:00,Nov 2014,5,97,150,business
Nudge,210282031,14.99,Richard H. Thaler,Penguin Publishing Group,2021,The Final Edition,,"An essential new edition―revised and updated from cover to cover―of one of the most important books of the last two decades, by Nobel Prize winner Richard H. Thaler and Cass R. Sunstein* More than 2 million copies sold* New York Times bestsellerSince the original publication of Nudge more than a decade ago, the title has...",True,2021-08-03T00:00:00,Aug 2021,2,97,150,business
Real Property in Australia,2561134,66.699045,Michael J. Hefferan,eContent Management Pty Ltd,2016,Foundations and Application, (2nd ed.),"An introduction to real property, investment, ownership, management and use balancing theory with practice for practitioners and students: the nature and functions of property, economic and legal parameters, valuation principles, property taxation, land development and subdivision, asset and property management, and sustainability.",True,2016-01-01T00:00:00,Jan 2016,1,97,150,business
The Trainer's Handbook,1998776,82.0,Karen Lawson,Wiley,2015,, (4th ed.),"A ready-to-use toolkit for delivering high-value training in any scenario The Trainer's Handbook is a comprehensive manual for designing, developing, and delivering effective and engaging training....",True,2015-12-14T00:00:00,Dec 2015,1,97,150,business
Rich Dad Poor Dad,138550625,10.99,Robert T. Kiyosaki,"Plata Publishing, LLC.",2017,What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,,It's been nearly 25 years since Robert Kiyosaki’s Rich Dad Poor Dad first made waves in the Personal Finance arena. It has since become the #1 Personal Finance book of all time... translated into dozens of languages and sold around the world. Rich Dad Poor Dad is Robert's story of growing up with two dads his real father and the father of his...,True,2017-04-11T00:00:00,Apr 2017,1,97,150,business
Think Again,210109682,14.99,Adam Grant,Penguin Publishing Group,2021,The Power of Knowing What You Don't Know,,"#1 New York Times Bestseller“THIS. This is the right book for right now. Yes, learning requires focus. But, unlearning and relearning requires much more—it requires choosing courage over comfort. In Think Again, Adam Grant weaves together research and storytelling to help us build the intellectual and emotional muscle...",True,2021-02-02T00:00:00,Feb 2021,1,97,150,business
Who Moved My Cheese?,604524,14.99,Spencer Johnson,Penguin Publishing Group,1998,An A-Mazing Way to Deal with Change in Your Work and in Your Life,,"THE #1 INTERNATIONAL BESTSELLER WITH OVER 28 MILLION COPIES IN PRINT!A timeless business classic, Who Moved My Cheese? uses a simple parable to reveal profound truths about dealing with change so that you can enjoy less stress and more success in your work and in your life.It would be all so easy if you had a map to the Maze.If...",True,1998-09-08T00:00:00,Sep 1998,2,97,150,business
Getting Things Done,1710332,14.99,David Allen,Penguin Publishing Group,2015,The Art of Stress-Free Productivity,,"The book Lifehack calls ""The Bible of business and personal productivity.""""A completely revised and updated edition of the blockbuster bestseller from 'the personal productivity guru'""—Fast CompanySince it was first published almost fifteen years ago, David Allen’s Getting Things Done has become one of the most...",True,2015-03-17T00:00:00,Mar 2015,2,97,150,business
Escaping the Build Trap,209522842,42.99,Melissa Perri,O'Reilly Media,2018,How Effective Product Management Creates Real Value,,"To stay competitive in today’s market, organizations need to adopt a culture of customer-centric practices that focus on outcomes rather than outputs. Companies that live and die by outputs often fall into the ""build trap,"" cranking out features to meet their schedule rather than the customer’s needs. In this book, Melissa Perri explains how...",True,2018-11-01T00:00:00,Nov 2018,1,97,150,business
Lean UX,210341263,53.99,Jeff Gothelf,O'Reilly Media,2021,, (3rd ed.),"Lean UX is synonymous with modern product design and development. By combining human-centric design, agile ways of working, and a strong business sense, designers, product managers, developers, and scrum masters around the world are making Lean UX the leading approach for digital product teams today. In the third edition of this award-winning...",True,2021-07-29T00:00:00,Jul 2021,2,97,150,business
The Ideal Team Player,2233995,34.0,Patrick M. Lencioni,Wiley,2016,How to Recognize and Cultivate The Three Essential Virtues,,"In his classic book, The Five Dysfunctions of a Team , Patrick Lencioni laid out a groundbreaking approach for tackling the perilous group behaviors that destroy teamwork. Here he turns his focus to the individual,...",True,2016-04-25T00:00:00,Apr 2016,1,97,150,business
The DevOps Handbook,210376456,24.99,Gene Kim,IT Revolution Press,2021,"How to Create World-Class Agility, Reliability, & Security in Technology Organizations", (2nd ed.),This award-winning and bestselling business handbook for digital transformation is now fully updated and expanded with the latest research and new case studies!,True,2021-11-30T00:00:00,Nov 2021,5,97,150,business
"Humble Inquiry, Second Edition",210088577,22.61,Edgar H. Schein,Berrett-Koehler Publishers,2021,The Gentle Art of Asking Instead of Telling, (2nd ed.),"This worldwide bestseller offers simple guidance for building the kind of open and trusting relationships vital for tackling global systemic challenges and developing adaptive, innovative organizations-over 200,000 copies sold and translated into seventeen languages!",True,2021-02-23T00:00:00,Feb 2021,2,97,150,business
Mediation,210259770,45.5,Alain Lempereur,Wiley,2021,Negotiation by Other Moves,,"When negotiation fails, mediation avails other moves for an amicable resolution. Whether you are a current or future mediator or a party to a conflict, this is your essential companion to the theory, concepts, and best practices...",True,2021-03-31T00:00:00,Mar 2021,5,97,150,business
Hidden Potential,210844581,19.99,Adam Grant,Penguin Publishing Group,2023,The Science of Achieving Greater Things,,"#1 New York Times Bestseller“This brilliant book will shatter your assumptions about what it takes to improve and succeed. I wish I could go back in time and gift it to my younger self. It would’ve helped me find a more joyful path to progress.” —Serena Williams, 23-time Grand Slam singles tennis championThe #1...",True,2023-10-24T00:00:00,Oct 2023,1,97,150,business
How to Design and Develop a Business Research Project,211103771,42.8632,Bart Cambré,Edward Elgar Publishing,2023,Demystifying Academic Research for Business Professionals,,"Through a fascinating exploration of the advantages and pitfalls of business research methods, this essential book encourages the reader to make well-informed decisions in an often fast-paced environment. It sets out key rules and procedures to ultimately improve the accuracy and authenticity of research ventures.",True,2023-09-05T00:00:00,Sep 2023,3,97,150,business
Bounce Back,211178488,35.99,Lynnette Khalfani-Cox,Wiley,2023,The Ultimate Guide to Financial Resilience,,"In Bounce Back , veteran financial coach and bestselling author Lynnette Khalfani-Cox explains how she slayed six figures of consumer debt in a mere three years and went on to build a seven-figure personal net worth. The...",True,2023-12-27T00:00:00,Dec 2023,1,97,150,business
A Research Agenda for Trust,211209634,42.8632,Roger C. Mayer,Edward Elgar Publishing,2024,Interdisciplinary Perspectives,,"This innovative Research Agenda brings together established scholars from a diverse range of disciplines including artificial intelligence, psychology, medicine and law enforcement to outline and assess current trust research, emphasizing how trust is a critical issue in the 21st century affecting countless areas of the modern world.",True,2024-01-12T00:00:00,Jan 2024,2,97,150,business
Leadership,210174368,117.06363,Peter G. Northouse,SAGE Publications,2021,Theory and Practice, (9th ed.),The market-leading Leadership: Theory and Practice presents an academically robust account of the major theories and models of leadership with a focus on how theory can inform practice.,True,2021-01-12T00:00:00,Jan 2021,1,97,150,business
"Robert's Rules of Order Newly Revised, 12th edition",209972435,32.99,Henry M. Robert III,PublicAffairs,2020,, (12th ed.),"The only current authorized edition of the classic work on parliamentary procedure--now in a new updated edition Robert's Rules of Order is the recognized guide to smooth, orderly, and fairly conducted meetings. This 12th edition is the only current manual to have been maintained and updated since 1876 under the continuing program established by...",True,2020-09-01T00:00:00,Sep 2020,5,97,150,business
The Psychology of Money,210119242,20.40446295,Morgan Housel,Harriman House,2020,"Timeless lessons on wealth, greed, and happiness",,"Doing well with money isn’t necessarily about what you know. It’s about how you behave. And behavior is hard to teach, even to really smart people.Money—investing, personal finance, and business decisions—is typically taught as a math-based field, where data and formulas tell us exactly what to do. But in the real world people don’t make...",True,2020-09-08T00:00:00,Sep 2020,1,97,150,business
Extreme Ownership,95793265,16.99,Jocko Willink,St. Martin's Publishing Group,2017,How U.S. Navy SEALs Lead and Win,,"An updated edition of the blockbuster bestselling leadership book that took America and the world by storm, two U.S. Navy SEAL officers who led the most highly decorated special operations unit of the Iraq War demonstrate how to apply powerful leadership principles from the battlefield to business and life. Sent to the most violent battlefield...",True,2017-11-21T00:00:00,Nov 2017,2,97,150,business
The Phoenix Project,95939260,16.99,Gene Kim,IT Revolution Press,2018,"A Novel about IT, DevOps, and Helping Your Business Win", (3rd ed.),"***Over a half-million sold! And available now the Wall Street Journal Besting sequel, The Unicorn Project*** “Every person involved in a failed IT project should be forced to read this book.” —TIM O'REILLY, Founder & CEO of O'Reilly Media Five years after this sleeper hit took on the world of IT and flipped it on its head, the 5th Anniversary...",True,2018-02-06T00:00:00,Feb 2018,3,97,150,business
The Culture Code,95650651,15.99,Daniel Coyle,Random House Publishing Group,2018,The Secrets of Highly Successful Groups,,"NEW YORK TIMES BESTSELLER &bull; The&#160;author of The Talent Code unlocks the secrets of highly successful groups and provides tomorrow&rsquo;s leaders with the tools to build a cohesive, motivated culture.&ldquo;A truly brilliant, mesmerizing read that demystifies the magic of great groups.&rdquo;&mdash;Adam Grant,&#160;author of...",True,2018-01-30T00:00:00,Jan 2018,1,97,150,business
Accelerate,96034550,16.99,"Forsgren, PhD, Nicole",IT Revolution Press,2018,The Science of Lean Software and DevOps: Building and Scaling High Performing Technology Organizations,,"Accelerate your organization to win in the marketplace. How can we apply technology to drive business value? For years, we've been told that the performance of software delivery teams doesn't matter―that it can't provide a competitive advantage to our companies. Through four years of groundbreaking research to include data collected from the...",True,2018-03-27T00:00:00,Mar 2018,3,97,150,business
Business Writing,2054101,14.99,Wilma Davidson,St. Martin's Publishing Group,2015,"Proven Techniques for Writing Memos, Letters, Reports, and Emails that Get Results", (3rd ed.),"The Revised and Updated 3rd edition of the clear, practical guide to business writing from a renowned corporate writing coach Since the first edition's publication in 1994, Wilma Davidson's clear, practical guide to business writing has established itself as an excellent primer for anyone who writes on the job. Now revised and updated to cover...",True,2015-12-08T00:00:00,Dec 2015,2,97,150,business
Cracked it!,96262337,39.69079226,Bernard Garrette,Springer International Publishing,2018,How to solve big problems and sell solutions like top strategy consultants,,"Solving complex problems and selling their solutions is critical for personal and organizational success. For most of us, however, it doesn’t come naturally and we haven’t been taught how to do it well. Research shows a host of pitfalls trips us...",True,2018-06-08T00:00:00,Jun 2018,3,97,150,business
Trading in the Zone,356799,16.99,Mark Douglas,Penguin Publishing Group,2001,"Master the Market with Confidence, Discipline, and a Winning Attitude",,"Douglas uncovers the underlying reasons for lack of consistency and helps traders overcome the ingrained mental habits that cost them money. He takes on the myths of the market and exposes them one by one teaching traders to look beyond random outcomes, to understand the true realities of risk, and to be comfortable with the...",True,2001-01-01T00:00:00,Jan 2001,1,97,150,business
Introduction to Leadership,209886645,117.06363,Peter G. Northouse,SAGE Publications,2019,Concepts and Practice, (5th ed.),"Peter G. Northouse’s Introduction to Leadership: Concepts and Practice provides readers with a clear, concise overview of the complexities of practicing leadership and concrete strategies for becoming better leaders. The text is organized around key leader responsibilities such as creating a vision, establishing a constructive climate, listening...",True,2019-11-05T00:00:00,Nov 2019,1,97,150,business
Drive,670857,14.99,Daniel H. Pink,Penguin Publishing Group,2011,The Surprising Truth About What Motivates Us,,"The New York Times bestseller that gives readers a paradigm-shattering new way to think about motivation from the author of When: The Scientific Secrets of Perfect Timing Most people believe that the best way to motivate is with rewards like money—the carrot-and-stick approach. That's a mistake, says Daniel H. Pink (author of To...",True,2011-04-05T00:00:00,Apr 2011,1,97,150,business
To Sell Is Human,927727,16.99,Daniel H. Pink,Penguin Publishing Group,2012,The Surprising Truth About Moving Others,,"Look out for Daniel Pink’s new book, When: The Scientific Secrets of Perfect Timing#1 New York Times Business Bestseller #1 Wall Street Journal Business Bestseller #1 Washington Post bestsellerFrom the bestselling author of Drive and A Whole New Mind, and teacher of the popular MasterClass on Sales and Persuasion,...",True,2012-12-31T00:00:00,Dec 2012,1,97,150,business
"The First 90 Days, Updated and Expanded",96385636,38.99,Michael D. Watkins,Harvard Business Review Press,2013,Proven Strategies for Getting Up to Speed Faster and Smarter,,"Named one of 100 Leadership & Success Books to Read in a Lifetime by Amazon Editors The world’s most trusted guide for leaders in transition Transitions are a critical time for leaders. In fact, most agree that moving into a new role is the biggest challenge a manager will face. While transitions offer a chance to start fresh and make needed...",True,2013-04-23T00:00:00,Apr 2013,1,97,150,business
The Friction Project,210762502,16.99,Robert I. Sutton,St. Martin's Publishing Group,2024,How Smart Leaders Make the Right Things Easier and the Wrong Things Harder,,"The definitive guide to eliminating the forces that make it harder, more complicated, or downright impossible to get things done in organizations. Find out why Adam Grant says ""If every leader took the ideas in this book seriously, the world would be a less miserable, more productive place."" Every organization is plagued by destructive friction....",True,2024-01-30T00:00:00,Jan 2024,2,97,150,business
Building a StoryBrand,95717293,11.99,Donald Miller,HarperCollins Leadership,2017,Clarify Your Message So Customers Will Listen,,New York Times best-selling author Donald Miller uses the seven universal elements of powerful stories to teach listeners how to dramatically improve how they connect with customers and grow their businesses.,True,2017-10-10T00:00:00,Oct 2017,1,97,150,business
Confident Data Skills,210112544,29.12983072,Kirill Eremenko,Kogan Page,2020,How to Work with Data and Futureproof Your Career, (2nd ed.),"Understand the basics of data - how to collect, analyse, present and apply it - and give your career a valuable, cutting-edge boost with this engaging and easy-to-read beginner's guide.",True,2020-09-10T00:00:00,Sep 2020,1,97,150,business
MEDDICC,210173130,14.99,Andy Whyte,MEDDICC LTD,2020,The ultimate guide to staying one step ahead in the complex sale,,What do the world's most successful enterprise sales teams have in common? They rely on MEDDICC to make their sales process predictable and efficient. MEDDIC with one C was initially created by Dick Dunkel in 1996 when he was at PTC. Since then MEDDIC has evolved to be better known as MEDDICC or MEDDPICC and has proliferated across the world...,True,2020-11-25T00:00:00,Nov 2020,3,97,150,business
Sustainability: All That Matters,1625414,8.99,Chris Goodall,John Murray Press,2012,,,"Building a sustainable society is perhaps the greatest test that the world has ever faced. Prosperity has been created by ruthless and ill-disciplined mining of the world's resources, compounded by a cavalier disregard for the implications of pollution from industrial and agricultural processes. Today's generation has borrowed from the future by...",True,2012-11-30T00:00:00,Nov 2012,1,97,150,business
Advanced Introduction to Behavioral Economics,95874101,33.7034358,John F. Tomer,Edward Elgar Publishing,2017,,,"Elgar Advanced Introductions are stimulating and thoughtful introductions to major fields in the social sciences and law, expertly written by the world's leading scholars. Designed to be accessible yet rigorous, they offer concise and lucid...",True,2017-09-29T00:00:00,Sep 2017,1,97,150,business
Digital Body Language,210103404,12.99,Erica Dhawan,St. Martin's Publishing Group,2021,"How to Build Trust and Connection, No Matter the Distance",,An instant Wall Street Journal Bestseller The definitive guide to communicating and connecting in a hybrid world. Email replies that show up a week later. Video chats full of “oops sorry no you go” and “can you hear me?!” Ambiguous text-messages. Weird punctuation you can’t make heads or tails of. Is it any wonder communication takes us so much...,True,2021-05-11T00:00:00,May 2021,1,97,150,business
Industrial Organization,2077115,72.53530505,Paul Belleflamme,Cambridge University Press,2015,Markets and Strategies, (2nd ed.),"Updated according to classroom feedback, this comprehensive textbook blends theory and formal models with real-world applications and take-away lessons.",True,2015-07-30T00:00:00,Jul 2015,2,97,150,business
Creating Magic,345638,12.99,Lee Cockerell,Crown,2008,10 Common Sense Leadership Strategies from a Life at Disney,,"&ldquo;It&rsquo;s not the magic that makes it work; it&rsquo;s the way we work that makes it magic.&rdquo;The secret for creating &ldquo;magic&rdquo; in our careers, our organizations, and our lives is simple: outstanding leadership&mdash;the kind that inspires employees, delights customers, and achieves extraordinary business results....",True,2008-10-14T00:00:00,Oct 2008,1,97,150,business
Japanese Candlestick Charting Techniques,289537,15.99,Steve Nison,Penguin Publishing Group,2001,"A Contemporary Guide to the Ancient Investment Techniques of the Far East, Second Edition",,"A form of technical analysis, Japanese candlestick charts are a versatile tool that can be fused with any other technical tool, and will help improve any technician's market analysis. They can be used for speculation and hedging, for futures, equities or anywhere technical analysis is applied. Seasoned technicians will discover how...",True,2001-11-01T00:00:00,Nov 2001,1,97,150,business
Labor Relations in the Aviation and Aerospace Industries,1354494,53.07338295,Robert W. Kaps,Southern Illinois University Press,2012,,,"In this textbook designed for courses on aviation labor relations, the authors-experts with many years of experience in these sectors-examine and evaluate the labor process for all aspects of the aviation and aerospace industries, including aerospace manufacturing, airlines, general aviation, federal and state administrative agencies, and public...",True,2012-03-08T00:00:00,Mar 2012,3,97,150,business
Artificial Intelligence in Finance,210139887,96.99,Yves Hilpisch,O'Reilly Media,2020,,,"The widespread adoption of AI and machine learning is revolutionizing many industries today. Once these technologies are combined with the programmatic availability of historical and real-time financial data, the financial industry will also change fundamentally. With this practical book, you'll learn how to use AI and machine learning to...",True,2020-10-14T00:00:00,Oct 2020,1,97,150,business
Dynamic Reteaming,210048914,53.99,Heidi Helfand,O'Reilly Media,2020,The Art and Wisdom of Changing Teams, (2nd ed.),"Your team will change whether you like it or not. People will come and go. Your company might double in size or even be acquired. In this practical book, author Heidi Helfand shares techniques for reteaming effectively. Engineering leaders will learn how to catalyze team change to reduce the risk of attrition, learning and career stagnation, and...",True,2020-06-12T00:00:00,Jun 2020,1,97,150,business
Redeveloping the Waterfront,2177408,5.09214816,William   R. Bridgeo,International City/ County Management Association,2004,Cases in Decision Making,,"Managing Local Economic Development: Cases in Decision Making: Redeveloping the Waterfront discusses the challenges public administrators face when they get involved with economic development, which leads to simultaneously working in both the public and private sectors.",True,2014-04-04T00:00:00,Jan 2004,3,97,150,business
OCR A Level Economics (4th edition),209778892,72.010176,Peter Smith,Hodder Education,2019,,,"With its closely aligned content and structure, this textbook will equip your students for the refreshed OCR A-level and AS Economics specifications. - All new practice questions at the end of each chapter, featuring multiple choice, stimulus and essay questions - New knowledge check question feature, testing student understanding throughout -...",True,2019-08-30T00:00:00,Aug 2019,1,97,150,business
Climate Economics,210839477,44.577728,Richard S.J. Tol,Edward Elgar Publishing,2023,"Economic Analysis of Climate, Climate Change and Climate Policy", (3rd ed.),"This thoroughly revised third edition offers comprehensive coverage of the economics of climate change and climate policy, and is a suitable guide for advanced undergraduate, postgraduate, and doctoral students. Topics discussed include the costs and...",True,2023-03-10T00:00:00,Mar 2023,1,97,150,business
Advanced Introduction to Private Equity,210663330,30.861504,Paul A. Gompers,Edward Elgar Publishing,2022,,,"Elgar Advanced Introductions are stimulating and thoughtful introductions to major fields in the social sciences, business and law, expertly written by the world’s leading scholars. Designed to be accessible yet rigorous, they offer concise and...",True,2022-08-12T00:00:00,Aug 2022,2,97,150,business
97 Things Every Engineering Manager Should Know,209894570,49.99,Camille Fournier,O'Reilly Media,2019,Collective Wisdom from the Experts,,"Tap into the wisdom of experts to learn what every engineering manager should know. With 97 short and extremely useful tips for engineering managers, you'll discover new approaches to old problems, pick up road-tested best practices, and hone your management skills through sound advice. Managing people is hard, and the industry as a whole is bad...",True,2019-11-21T00:00:00,Nov 2019,1,97,150,business
Million Dollar Weekend,210832963,16.99,Noah Kagan,Penguin Publishing Group,2024,The Surprisingly Simple Way to Launch a 7-Figure Business in 48 Hours,,"AN INSTANT NEW YORK TIMES BESTSELLERThe founder and CEO of AppSumo.com, Noah Kagan, knows how to launch a seven-figure business in a single weekend—and he’s done it seven times. Million Dollar Weekend will show you how.Now is the best time in history for entrepreneurship. More than ever, the world needs new businesses and...",True,2024-01-30T00:00:00,Jan 2024,2,97,150,business
The Quest,767254,19.99,Daniel Yergin,Penguin Publishing Group,2011,"Energy, Security, and the Remaking of the Modern World",,"“A sprawling story richly textured with original material, quirky details and amusing anecdotes . . .” —Wall Street Journal“It is a cause for celebration that Yergin has returned with his perspective on a very different landscape . . . [I]t is impossible to think of a better introduction to the essentials of...",True,2011-09-20T00:00:00,Sep 2011,1,97,150,business
