Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Practical Site Reliability Engineering,209748145,44.99,Pethuru Raj Chelliah,Packt Publishing,2018,"Automate the process of designing, developing, and delivering highly reliable apps and services with SRE",,,True,2018-11-30T00:00:00,Nov 2018,3,97,150,comp_eng
Software Architecture for Busy Developers,210357008,39.99,Stéphane Eyskens,Packt Publishing,2021,Talk and act like a software architect in one weekend,,,True,2021-10-15T00:00:00,Oct 2021,1,97,150,comp_eng
Engineering a Compiler,667704,96.63194295,Keith D. Cooper,Elsevier Science,2011,, (2nd ed.),This entirely revised second edition of Engineering a Compiler is full of technical updates and new material covering the latest developments in compiler technology. In this comprehensive text you will learn important techniques for constructing a modern compiler. Leading educators and researchers Keith Cooper and Linda Torczon combine...,True,2011-01-18T00:00:00,Jan 2011,2,97,150,comp_eng
"Digital Design and Computer Architecture, ARM Edition",2098078,107.52158295,Sarah Harris,Elsevier Science,2015,,,"Digital Design and Computer Architecture: ARM Edition covers the fundamentals of digital logic design and reinforces logic concepts through the design of an ARM microprocessor. Combining an engaging and humorous writing style with an updated and hands-on approach to digital design, this book takes the reader from the fundamentals of...",True,2015-04-09T00:00:00,Apr 2015,2,97,150,comp_eng
Learn C Programming,210066841,47.99,Jeff Szuhay,Packt Publishing,2020,A beginner's guide to learning C programming the easy and disciplined way,,,True,2020-06-26T00:00:00,Jun 2020,1,97,150,comp_eng
FPGA Prototyping by Verilog Examples,353561,168.95,Pong P. Chu,Wiley,2008,Xilinx Spartan-3 Version,,"FPGA Prototyping Using Verilog Examples will provide you with a hands-on introduction to Verilog synthesis and FPGA programming through a “learn by doing” approach. By following the clear, easy-to-understand templates for code...",True,2008-09-26T00:00:00,Sep 2008,1,97,150,comp_eng
Hands-On ROS for Robotics Programming,209969208,49.99,Bernardo Ronquillo Japón,Packt Publishing,2020,Program highly autonomous and AI-capable mobile robots powered by ROS,,,True,2020-02-26T00:00:00,Feb 2020,1,97,150,comp_eng
Learning Apache Thrift,2504631,39.99,Krzysztof Rakowski,Packt Publishing,2015,Make applications cross-communicate using Apache Thrift!,,,True,2015-12-30T00:00:00,Dec 2015,2,97,150,comp_eng
Learning to Program with MATLAB,210632182,105.95,Craig S. Lent,Wiley,2022,Building GUI Tools, (2nd ed.),"Learning to Program with MATLAB Introductory text integrating science, mathematics, and engineering to give a basic understanding of the fundamentals of computer programming with MATLAB Learning to Program with MATLAB: Building GUI Tools, Second Edition serves as a compact introduction to computer programming using the MATLAB language,...",True,2022-07-21T00:00:00,Jul 2022,1,97,150,comp_eng
"Advanced Testing of Systems-of-Systems, Volume 2",210754355,197.99,Bernard Homes,Wiley,2022,Practical Aspects,,"As a society today, we are so dependent on systems-of-systems that any malfunction has devastating consequences, both human and financial. Their technical design, functional complexity and numerous interfaces justify a significant...",True,2022-11-29T00:00:00,Nov 2022,1,97,150,comp_eng
"Advanced Testing of Systems-of-Systems, Volume 1",210725218,197.99,Bernard Homes,Wiley,2022,Theoretical Aspects,,"As a society today, we are so dependent on systems-of-systems that any malfunction has devastating consequences, both human and financial. Their technical design, functional complexity and numerous interfaces justify a significant...",True,2022-12-01T00:00:00,Dec 2022,1,97,150,comp_eng
Computer Network Time Synchronization,1448162,83.99472672,David L. Mills,CRC Press,2017,"The Network Time Protocol on Earth and in Space, Second Edition", (2nd ed.),"Carefully coordinated, reliable, and accurate time synchronization is vital to a wide spectrum of fields—from air and ground traffic control, to buying and selling goods and services, to TV network programming. Ill-gotten time could even lead to the unimaginable and cause DNS caches to expire, leaving the entire Internet to implode on the root...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Soil Mechanics,95730394,95.21628975,Victor Kaliakin,Elsevier Science,2017,"Calculations, Principles, and Methods",,"Soil Mechanics: Calculations, Principles, and Methods provides expert insights into the nature of soil mechanics through the use of calculation and problem-solving techniques. This informed reference begins with basic principles and calculations, illustrating physical meanings of the unit weight of soil, specific gravity, water...",True,2017-01-22T00:00:00,Jan 2017,1,97,150,comp_eng
Software Architecture with C++,210258064,55.99,Adrian Ostrowski,Packt Publishing,2021,"Design modern systems using effective architecture concepts, design patterns, and techniques with C++20",,,True,2021-04-23T00:00:00,Apr 2021,2,97,150,comp_eng
Machine Learning on Kubernetes,210570591,53.99,Faisal Masood,Packt Publishing,2022,A practical handbook for building and using a complete open source machine learning platform on Kubernetes,,,True,2022-06-24T00:00:00,Jun 2022,2,97,150,comp_eng
Practical Deep Learning at Scale with MLflow.,210629052,47.99,Yong Liu,Packt Publishing,2022,Bridge the gap between offline experimentation and online production,,,True,2022-07-08T00:00:00,Jul 2022,2,97,150,comp_eng
Implementing DevSecOps Practices,211162449,35.99,Vandana Verma Sehgal,Packt Publishing,2023,Supercharge your software security with DevSecOps excellence,,,True,2023-12-22T00:00:00,Dec 2023,1,97,150,comp_eng
Quantum Computing,210120753,64.99,Eleanor G. Rieffel,MIT Press,2011,A Gentle Introduction,,"A thorough exposition of quantum computing and the underlying concepts of quantum physics, with explanations of the relevant mathematics and numerous examples. The combination of two of the twentieth century's most influential and revolutionary scientific theories, information theory and quantum mechanics, gave rise to a radically new...",True,2011-03-04T00:00:00,Mar 2011,2,97,150,comp_eng
Designing Digital Computer Systems with Verilog,283498,75.76422165,David J. Lilja,Cambridge University Press,2004,,,"This book explains how to specify, design, and test a complete digital system using Verilog.",True,2004-12-02T00:00:00,Dec 2004,2,97,150,comp_eng
FPGA Prototyping by VHDL Examples,333757,168.95,Pong P. Chu,Wiley,2008,Xilinx Spartan-3 Version,,"This book uses a ""learn by doing"" approach to introduce the concepts and techniques of VHDL and FPGA to designers through a series of hands-on experiments. FPGA Prototyping by VHDL Examples provides a collection of clear, easy-to-follow templates...",True,2008-02-15T00:00:00,Feb 2008,1,97,150,comp_eng
Testing of Digital Systems,220975,164.47072165,N. K. Jha,Cambridge University Press,2003,,,The most comprehensive and wide ranging book on the testing of semiconductor devices and systems.,True,2003-05-08T00:00:00,May 2003,2,97,150,comp_eng
Advanced Model Order Reduction Techniques in VLSI Design,311189,63.66465505,Sheldon Tan,Cambridge University Press,2007,,,"An introduction to key model order reduction techniques in linear circuits, using real-world examples to illustrate advantages and disadvantages.",True,2007-05-31T00:00:00,May 2007,2,97,150,comp_eng
Switching and Finite Automata Theory,471931,174.95582995,Zvi Kohavi,Cambridge University Press,2009,, (3rd ed.),"Understand the structure, behaviour, and limitations of logic machines with this thoroughly updated third edition.",True,2009-10-22T00:00:00,Oct 2009,2,97,150,comp_eng
"Smart Technology for Aging, Disability, and Independence",232615,187.95,William C. Mann,Wiley,2005,The State of the Science,,"Independent living with smart technologies Smart Technology for Aging, Disability, and Independence: The State of the Science brings together current research and technological developments from engineering, computer science, and the rehabilitation...",True,2005-07-22T00:00:00,Jul 2005,1,97,150,comp_eng
Essential PTC® Mathcad Prime® 3.0,1495651,88.41026475,Brent Maxfield,Elsevier Science,2013,A Guide for New and Current Users,,"Learn how to use PTC® Mathcad Prime® 3.0, one of the world’s leading tools for technical computing, in the context of engineering, science, and math applications. Quickly harness the power of PTC Mathcad Prime 3.0 to solve both simple and complex problems. Essential PTC® Mathcad Prime® 3.0 is perfect for college students, first-time...",True,2013-10-09T00:00:00,Oct 2013,1,97,150,comp_eng
Arithmetic Optimization Techniques for Hardware and Software Design,500984,119.3102425,Ryan Kastner,Cambridge University Press,2010,,,"Obtain better system performance, lower power consumption, and avoid hand-coding arithmetic functions with this concise guide to automated optimization techniques.",True,2010-05-06T00:00:00,Apr 2010,3,97,150,comp_eng
Embedded Systems,209654117,173.95,James K. Peckol,Wiley,2019,A Contemporary Design Tool, (2nd ed.),"Embedded Systems: A Contemporary Design Tool, Second Edition Embedded systems are one of the foundational elements of today�s evolving and growing computer technology. From operating our cars, managing our smart phones, cleaning our homes, or cooking our meals, the special computers we call embedded systems are quietly and...",True,2019-04-01T00:00:00,Apr 2019,1,97,150,comp_eng
Fundamentals of Digital Logic and Microcomputer Design,232609,279.95,M. Rafiquzzaman,Wiley,2005,, (5th ed.),"Fundamentals of Digital Logic and Microcomputer Design, has long been hailed for its clear and simple presentation of the principles and basic tools required to design typical digital systems such as microcomputers. In this Fifth Edition, the author focuses on computer design at three levels: the device level, the logic level, and the...",True,2005-07-08T00:00:00,Jul 2005,1,97,150,comp_eng
Component-Oriented Programming,228466,191.95,Andy Ju An Wang,Wiley,2005,,,Component Oriented Programming offers a unique programming-centered approach to component-based software development that delivers the well-developed training and practices you need to successfully apply this cost-effective method. Following an...,True,2005-04-29T00:00:00,Apr 2005,2,97,150,comp_eng
Principles of Synthetic Aperture Radar Imaging,2475513,83.99472672,Kun-Shan Chen,CRC Press,2016,A System Simulation Approach,,"This book offers in-depth and sufficient, broad, step-by-step understanding of the influence of system parameters on image quality. Platforms including spacecraft, aircraft, and ground-based (e.g. rail) are covered to take into account the influence of platform motion that is profoundly important for high image quality formation. The book also...",True,2016-01-05T00:00:00,Jan 2016,1,97,150,comp_eng
Architecture Design for Soft Errors,338872,118.35677475,Shubu Mukherjee,Elsevier Science,2011,,,"Architecture Design for Soft Errors provides a comprehensive description of the architectural techniques to tackle the soft error problem. It covers the new methodologies for quantitative analysis of soft errors as well as novel, cost-effective architectural techniques to mitigate them. To provide readers with a better grasp of the...",True,2011-08-29T00:00:00,Aug 2011,1,97,150,comp_eng
Principles of Cyber-Physical Systems,210176852,104.99,Rajeev Alur,MIT Press,2015,,,"A foundational text that offers a rigorous introduction to the principles of design, specification, modeling, and analysis of cyber-physical systems.A cyber-physical system consists of a collection of computing devices communicating with one another and interacting with the physical world via sensors and actuators in a feedback loop....",True,2015-04-24T00:00:00,Apr 2015,1,97,150,comp_eng
Practical Design Verification,451779,166.08517995,Dhiraj K. Pradhan,Cambridge University Press,2009,,,Improve design efficiency and reduce costs with this practical guide to formal and simulation-based functional verification.,True,2009-06-11T00:00:00,Jun 2009,2,97,150,comp_eng
Distributed Storage Networks,220525,155.95,Thomas C. Jepsen,Wiley,2005,"Architecture, Protocols and Management",,"The worldwide market for SAN and NAS storage is anticipated to grow from US $2 billion in 1999 to over $25 billion by 2004. As business-to-business and business-to-consumer e-commerce matures, even greater demands for management of stored...",True,2005-02-11T00:00:00,Feb 2005,1,97,150,comp_eng
Engineering and Scientific Computations Using MATLAB,224932,165.95,Sergey E. Lyshevski,Wiley,2005,,,"Master MATLAB(r) step-by-step The MATLAB-- ""MATrix LABoratory""--computational environment offers a rich set of capabilities to efficiently solve a variety of complex analysis, simulation, and optimization problems. Flexible, powerful, and relatively...",True,2005-02-04T00:00:00,Feb 2005,1,97,150,comp_eng
Handbook of Applied Algorithms,335702,194.95,Amiya Nayak,Wiley,2007,"Solving Scientific, Engineering, and Practical Problems",,"Discover the benefits of applying algorithms to solve scientific, engineering, and practical problems Providing a combination of theory, algorithms, and simulations, Handbook of Applied Algorithms presents an all-encompassing treatment of applying...",True,2007-11-09T00:00:00,Nov 2007,2,97,150,comp_eng
Behavioral Biometrics,366830,173.95,Kenneth Revett,Wiley,2008,A Remote Access Approach,,"With the advent of the internet as a medium for performing business transactions, the need for a secure communication channel has never been more paramount. The study of behavioral biometrics - the verification and/or identification of individuals...",True,2008-09-15T00:00:00,Sep 2008,1,97,150,comp_eng
Implementing 802.1X Security Solutions for Wired and Wireless Networks,353449,78.0,Jim Geier,Wiley,2008,,,"Implementing 802.1x Security Solutions for Wired and Wireless Networks Now you can approach 802.1x implementation with confidenceYou know it’s essential, and you’ve heard that it can be tricky — implementing the 802.1x standard. Here is a road map...",True,2008-06-02T00:00:00,Jun 2008,1,97,150,comp_eng
Evolving Intelligent Systems,510100,204.95,Plamen Angelov,Wiley,2010,Methodology and Applications,,"From theory to techniques, the first all-in-one resource for EIS There is a clear demand in advanced process industries, defense, and Internet and communication (VoIP) applications for intelligent yet adaptive/evolving systems. Evolving Intelligent...",True,2010-03-25T00:00:00,Mar 2010,3,97,150,comp_eng
Distributed Database Management Systems,564940,223.95,Saeed K. Rahimi,Wiley,2010,A Practical Approach,,"This book addresses issues related to managing data across a distributed database system. It is unique because it covers traditional database theory and current research, explaining the difficulties in providing a unified user interface and global...",True,2010-07-16T00:00:00,Jul 2010,2,97,150,comp_eng
Semantic Web and Model-Driven Engineering,818451,107.95,Fernando S. Parreiras,Wiley,2012,,,The next enterprise computing era will rely on the synergy between both technologies: semantic web and model-driven software development (MDSD). The semantic web organizes system knowledge in conceptual domains according to its meaning. It...,True,2012-05-07T00:00:00,May 2012,1,97,150,comp_eng
Digital Image Interpolation in Matlab,209561093,184.95,Chi-Wah Kok,Wiley,2018,,,"This book provides a comprehensive study in digital image interpolation with theoretical, analytical and Matlab ® implementation. It includes all historically and practically important interpolation algorithms,...",True,2018-12-14T00:00:00,Dec 2018,2,97,150,comp_eng
The Industrial Information Technology Handbook,263659,288.040704,Richard Zurawski,CRC Press,2018,,,"This handbook focuses on emerging industrial applications of IT and on evolving trends driven by needs of companies and industry-led organizations. Emphasizing fast-growing areas that have major impacts on industrial automation and enterprise integration, the Handbook covers topics such as industrial communication technology, sensors, and...",True,2018-10-03T00:00:00,Oct 2018,1,97,150,comp_eng
Microcontroller Programming,283259,325.76032,Julio Sanchez,CRC Press,2018,The Microchip PIC,,"From cell phones and television remote controls to automobile engines and spacecraft, microcontrollers are everywhere. Programming these prolific devices is a much more involved and integrated task than it is for general-purpose microprocessors; microcontroller programmers must be fluent in application development, systems programming, and I/O...",True,2018-10-03T00:00:00,Oct 2018,2,97,150,comp_eng
Digital Design and Fabrication,321857,83.99472672,Vojin G. Oklobdzija,CRC Press,2017,,,"Featuring contributions from leading experts, Digital Design and Fabrication surveys the latest advances in computer architecture and design and the technologies used to manufacture and test them. The book includes a section on memory and storage as well as chapters on semiconductor memory circuits and nonvolatile memory technologies and...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
"Wireless, Networking, Radar, Sensor Array Processing, and Nonlinear Signal Processing",565986,351.47824,Vijay Madisetti,CRC Press,2018,,,"Now available in a three-volume set, this updated and expanded edition of the bestselling The Digital Signal Processing Handbook continues to provide the engineering community with authoritative coverage of the fundamental and specialized aspects of information-bearing signals in digital form. Encompassing essential background material,...",True,2018-09-03T00:00:00,Sep 2018,1,97,150,comp_eng
Digital Signal Processing Fundamentals,565984,119.99981472,Vijay K. Madisetti,CRC Press,2017,,,"Now available in a three-volume set, this updated and expanded edition of the bestselling The Digital Signal Processing Handbook continues to provide the engineering community with authoritative coverage of the fundamental and specialized aspects of information-bearing signals in digital form. Encompassing essential background material,...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Attaining High Performance Communications,581709,83.99472672,Ada Gavrilovska,CRC Press,2016,A Vertical Approach,,"No single solution applied at one particular layer can help applications solve all performance-related issues with communication services. Instead, this book shows that a coordinated effort is needed among the layers. It covers many different types of technologies and layers across the stack, from the architectural features of the hardware,...",True,2016-04-19T00:00:00,Apr 2016,1,97,150,comp_eng
Semiconductors,800910,102.7859536,Artur Balasinski,CRC Press,2018,Integrated Circuit Design for Manufacturability,,"Because of the continuous evolution of integrated circuit manufacturing (ICM) and design for manufacturability (DfM), most books on the subject are obsolete before they even go to press. That’s why the field requires a reference that takes the focus off of numbers and concentrates more on larger economic concepts than on technical details....",True,2018-09-03T00:00:00,Sep 2018,1,97,150,comp_eng
Real-Time Embedded Systems,870721,128.57245472,Ivan Cibrario Bertolotti,CRC Press,2017,Open-Source Operating Systems Perspective,,"From the Foreword: ""…the presentation of real-time scheduling is probably the best in terms of clarity I have ever read in the professional literature. Easy to understand, which is important for busy professionals keen to acquire (or refresh) new knowledge without being bogged down in a convoluted narrative and an excessive detail overload. The...",True,2017-12-19T00:00:00,Dec 2017,2,97,150,comp_eng
Window Functions and Their Applications in Signal Processing,1378838,0.0,K. M. M. Prabhu,CRC Press,2018,,,"Window functions—otherwise known as weighting functions, tapering functions, or apodization functions—are mathematical functions that are zero-valued outside the chosen interval. They are well established as a vital part of digital signal processing. Window Functions and their Applications in Signal Processing presents an exhaustive and detailed...",True,2018-09-03T00:00:00,Sep 2018,1,97,150,comp_eng
"Computer Organization, Design, and Architecture, Fifth Edition",1466925,197.17072,Sajjan G. Shiva,CRC Press,2013,, (5th ed.),"Suitable for a one- or two-semester undergraduate or beginning graduate course in computer science and computer engineering, Computer Organization, Design, and Architecture, Fifth Edition presents the operating principles, capabilities, and limitations of digital computers to enable development of complex yet efficient systems. With 50 percent...",True,2013-12-20T00:00:00,Dec 2013,1,97,150,comp_eng
Swarm Intelligence Algorithms,210094943,80.56567072,Adam Slowik,CRC Press,2020,Modifications and Applications,,"Nature-based algorithms play an important role among artificial intelligence algorithms. Among them are global optimization algorithms called swarm intelligence algorithms. These algorithms that use the behavior of simple agents and various ways of cooperation between them, are used to solve specific problems that are defined by the so-called...",True,2020-08-25T00:00:00,Aug 2020,1,97,150,comp_eng
Swarm Intelligence Algorithms,210094944,89.13831072,Adam Slowik,CRC Press,2020,A Tutorial,,"Swarm intelligence algorithms are a form of nature-based optimization algorithms. Their main inspiration is the cooperative behavior of animals within specific communities. This can be described as simple behaviors of individuals along with the mechanisms for sharing knowledge between them, resulting in the complex behavior of the entire...",True,2020-08-25T00:00:00,Aug 2020,1,97,150,comp_eng
Continuum Damage Mechanics of Materials and Structures,299420,394.74945,O. Allix,Elsevier Science,2002,,,"Created in 1975, LMT-Cachan is a joint laboratory École Normale Superieure de Cachan, Pierre & Marie Curie (Paris 6) University and the French Research Council CNRS (Department of Engineering Sciences).The Year 2000 marked the 25th anniversary of LMT. On this occasion, a series of lectures was organized in Cachan in September-October,...",True,2002-08-13T00:00:00,Aug 2002,2,97,150,comp_eng
Computational Methods for the Atmosphere and the Oceans,405928,326.6892,Philippe G. Ciarlet,Elsevier Science,2009,Special Volume,,"This book provides a survey of the frontiers of research in the numerical modeling and mathematical analysis used in the study of the atmosphere and oceans. The details of the current practices in global atmospheric and ocean models, the assimilation of observational data into such models and the numerical techniques used in...",True,2009-06-16T00:00:00,Jun 2009,3,97,150,comp_eng
Digital Signal Processing,1117225,107.52158295,Li Tan,Elsevier Science,2013,Fundamentals and Applications, (2nd ed.),"Digital Signal Processing, Second Edition enables electrical engineers and technicians in the fields of biomedical, computer, and electronics engineering to master the essential fundamentals of DSP principles and practice. Many instructive worked examples are used to illustrate the material, and the use of mathematics is minimized for...",True,2013-01-21T00:00:00,Jan 2013,2,97,150,comp_eng
Statistical Techniques for Transportation Engineering,95717061,204.18075,Kumar Molugaram,Elsevier Science,2017,,,"Statistical Techniques for Transportation Engineering is written with a systematic approach in mind and covers a full range of data analysis topics, from the introductory level (basic probability, measures of dispersion, random variable, discrete and continuous distributions) through more generally used techniques (common statistical...",True,2017-03-03T00:00:00,Mar 2017,4,97,150,comp_eng
E-Commerce and Web Technologies,602817,73.51399426,Francesco Buccafurri,Springer Berlin Heidelberg,2010,"11th International Conference, EC-Web 2010, Bilbao, Spain, September 1-3, 2010, Proceedings",,"After the lesson learned during last years and following the successful edition of EC-Web 2009, for its 11th edition EC-Web tried to provide a clearer description of the electronic commerce universe focusing on some relevant topics. The main focus...",True,2010-08-26T00:00:00,Aug 2010,2,97,150,comp_eng
Probabilistic Machine Learning for Civil Engineers,210209688,65.99,James-A. Goulet,MIT Press,2020,,,"An introduction to key concepts and techniques in probabilistic machine learning for civil engineering students and professionals; with many step-by-step examples, illustrations, and exercises.This book introduces probabilistic machine learning concepts to civil engineering students and professionals, presenting key approaches and...",True,2020-03-16T00:00:00,Mar 2020,1,97,150,comp_eng
Make: Arduino Bots and Gadgets,680888,38.10012795,Tero Karvinen,"Make Community, LLC",2011,Six Embedded Projects with Open Source Hardware and Software,,"Want to build your own robots, turn your ideas into prototypes, control devices with a computer, or make your own cell phone applications? It's a snap with this book and the Arduino open source electronic prototyping platform. Get started with six fun projects and achieve impressive results quickly. Gain the know-how and experience to invent...",True,2011-03-17T00:00:00,Mar 2011,2,97,150,comp_eng
Parallel Computing,637982,58.02292165,T. J. Fountain,Cambridge University Press,1994,Principles and Practice,,"This book sets out the principles of parallel computing, including coverage of both conventional and neural computers.",True,1994-11-03T00:00:00,Nov 1994,1,97,150,comp_eng
Computer Architecture and Security,1120601,155.0,Shuangbao Paul Wang,Wiley,2012,Fundamentals of Designing Secure Computer Systems,,"The first book to introduce computer architecture for security and provide the tools to implement secure computer systems This book provides the fundamentals of computer architecture for security. It covers a wide range of computer hardware, system software and data concepts from a security perspective. It is essential for computer science and...",True,2012-10-10T00:00:00,Oct 2012,2,97,150,comp_eng
Modern Machine Learning Techniques and Their Applications in Cartoon Animation Research,1161978,118.95,Jun Yu,Wiley,2013,,,"The integration of machine learning techniques and cartoon animation research is fast becoming a hot topic. This book helps readers learn the latest machine learning techniques, including patch alignment framework; spectral clustering, graph cuts,...",True,2013-03-27T00:00:00,Mar 2013,2,97,150,comp_eng
Fundamentals of Pervasive Information Management Systems,1245698,120.95,Vijay Kumar,Wiley,2013,, (2nd ed.),A comprehensive new edition on mobile computingcovering both mobile and sensor data The new paradigm of pervasive computing was born from the needs of highly mobile workers to access and transfer data while on the go. Significant advances in the...,True,2013-06-27T00:00:00,Jun 2013,1,97,150,comp_eng
Verification of Communication Protocols in Web Services,1443830,155.0,Kazi Sakib,Wiley,2013,Model-Checking Service Compositions,,"In the near future, wireless sensor networks will become an integral part of our day-to-day life. To solve different sensor networking related issues, researchers have been putting various efforts and coming up with innovative ideas. Within the last...",True,2013-10-02T00:00:00,Oct 2013,3,97,150,comp_eng
Trustworthy Cloud Computing,2233985,168.95,Vladimir O. Safonov,Wiley,2016,,,"Introduces the topic of cloud computing with an emphasis on the trustworthiness of cloud computing systems and services This book describes the scientific basis of cloud computing, explaining the ideas, principles, and architectures of cloud computing as well the different types of clouds and the services they provide. The text reviews...",True,2016-01-29T00:00:00,Jan 2016,1,97,150,comp_eng
Pipelined Processor Farms,215158,114.95,Martin Fleury,Wiley,2004,Structured Design for Embedded Parallel Systems,,"This book outlines a methodology for the use of parallel processing in real time systems. It provides an introduction to parallel processing in general, and to embedded systems in particular. Among the embedded systems are processors in such...",True,2004-04-05T00:00:00,Apr 2004,2,97,150,comp_eng
Software Paradigms,227404,224.95,Stephen H. Kaisler,Wiley,2005,,,"Software Paradigms provides the first complete compilation of software paradigms commonly used to develop large software applications, with coverage ranging from discrete problems to full-scale applications. The book focuses on providing a structure...",True,2005-04-22T00:00:00,Apr 2005,1,97,150,comp_eng
Data Mining,221325,226.95,Sushmita Mitra,Wiley,2005,"Multimedia, Soft Computing, and Bioinformatics",,"First title to ever present soft computing approaches and their application in data mining, along with the traditional hard-computing approaches Addresses the principles of multimedia data compression techniques (for image, video, text) and their...",True,2005-01-21T00:00:00,Jan 2005,2,97,150,comp_eng
UPC,232631,212.95,Tarek El-Ghazawi,Wiley,2005,Distributed Shared Memory Programming,,"This is the first book to explain the language Unified Parallel C and its use. Authors El-Ghazawi, Carlson, and Sterling are among the developers of UPC, with close links with the industrial members of the UPC consortium. Their text covers...",True,2005-06-24T00:00:00,Jun 2005,4,97,150,comp_eng
Ruling Distributed Dynamic Worlds,232632,194.95,Peter Sapaty,Wiley,2005,,,"A sequel to Mobile Processing in Distributed and Open Environments, this title introduces an extended, universal WAVE-WP model for distributed processing and control in dynamic and open worlds of any natures. The new control theory and technology...",True,2005-06-24T00:00:00,Jun 2005,1,97,150,comp_eng
Quantum Computing and Communications,232715,212.95,Sandor Imre,Wiley,2005,An Engineering Approach,,Quantum computers will revolutionize the way telecommunications networks function. Quantum computing holds the promise of solving problems that would be intractable with conventional computers by implementing...,True,2005-07-08T00:00:00,Jul 2005,2,97,150,comp_eng
Introduction to Digital Signal Processing and Filter Design,240699,191.95,B. A. Shenoi,Wiley,2005,,,A practical and accessible guide to understanding digital signal processingIntroduction to Digital Signal Processing and Filter Design was developed and fine-tuned from the author's twenty-five years of experience teaching classes in digital signal...,True,2005-11-07T00:00:00,Nov 2005,1,97,150,comp_eng
Parallel Computing for Bioinformatics and Computational Biology,261003,279.95,Albert Y. Zomaya,Wiley,2006,"Models, Enabling Technologies, and Case Studies",,"Discover how to streamline complex bioinformatics applications with parallel computing This publication enables readers to handle more complex bioinformatics applications and larger and richer data sets. As the editor clearly shows, using powerful...",True,2006-04-14T00:00:00,Apr 2006,1,97,150,comp_eng
