Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Robotics for Cell Manipulation and Characterization,210589238,204.18075,Changsheng Dai,Elsevier Science,2023,,,"Robotics for Cell Manipulation and Characterization provides fundamental principles underpinning robotic cell manipulation and characterization, state-of-the-art technical advances in micro/nano robotics, new discoveries of cell biology enabled by robotic systems, and their applications in clinical diagnosis and treatment. This book...",True,2023-04-20T00:00:00,Apr 2023,3,97,150,AI
AI Computing Systems,210589283,107.52158295,Yunji Chen,Elsevier Science,2022,An Application Driven Perspective,,"AI Computing Systems: An Application Driven Perspective adopts the principle of ""application-driven, full-stack penetration"" and uses the specific intelligent application of ""image style migration"" to provide students with a sound starting place to learn. This approach enables readers to obtain a full view of the AI computing system. A...",True,2022-10-12T00:00:00,Oct 2022,6,97,150,AI
Is Justice Real When “Reality is Not?,210589565,204.18075,Katherine B. Forrest,Elsevier Science,2023,Constructing Ethical Digital Environments,,"Is Justice Real When “Reality is Not?: Constructing Ethical Digital Environments examines how frameworks and concepts of justice should evolve in virtual worlds. Directed at researchers working in, or with an interest in virtual reality, as well as those interested in the fields of artificial intelligence and justice, this book covers...",True,2023-07-06T00:00:00,Jul 2023,2,97,150,AI
Autonomous Mobile Robots,210589704,299.4651,Rahul Kala,Elsevier Science,2023,"Planning, Navigation and Simulation",,"Autonomous Mobile Robots: Planning, Navigation, and Simulation presents detailed coverage of the domain of robotics in motion planning and associated topics in navigation. This book covers numerous base planning methods from diverse schools of learning, including deliberative planning methods, reactive planning methods, task planning...",True,2023-09-01T00:00:00,Sep 2023,1,97,150,AI
Hamiltonian Monte Carlo Methods in Machine Learning,210589794,245.0169,Tshilidzi Marwala,Elsevier Science,2023,,,"Hamiltonian Monte Carlo Methods in Machine Learning introduces methods for optimal tuning of HMC parameters, along with an introduction of Shadow and Non-canonical HMC methods with improvements and speedup. Lastly, the authors address the critical issues of variance reduction for parameter estimates of numerous HMC based samplers. The...",True,2023-02-03T00:00:00,Feb 2023,3,97,150,AI
Multi-Criteria Decision-Making for Renewable Energy,210686603,231.40485,Mohamed Abdel-Basset,Elsevier Science,2023,"Methods, Applications, and Challenges",,"Multi-Criteria Decision-Making for Renewable Energy: Methods, Applications, and Challenges brings together the latest fuzzy and soft computing methods, models, and algorithms as applied to the field of renewable energy and supported by specific application examples and case studies. The book begins by approaching renewable energy...",True,2023-10-26T00:00:00,Oct 2023,4,97,150,AI
Intelligent Data Analytics for Solar Energy Prediction and Forecasting,210686613,245.0169,Amit Kumar Yadav,Elsevier Science,2024,Advances in Resource Assessment and PV Systems Optimization,,"Intelligent Data Analytics for Solar Energy Prediction and Forecasting: Advances in Resource Assessment and PV Systems Optimization explores the utilization of advanced neural networks, machine learning and data analytics techniques for solar...",False,2024-11-01T00:00:00,Nov 2024,3,97,150,AI
Emerging Practices in Telehealth,210666589,204.18075,Andrew M. Freeman,Elsevier Science,2023,Best Practices in a Rapidly Changing Field,,"Emerging Practices in Telehealth: Best Practices in a Rapidly Changing Field is an introduction to telehealth basics, best practices and implementation methods. The book guides the reader from start to finish through the workflow implementation of...",True,2023-02-15T00:00:00,Feb 2023,2,97,150,AI
Metaheuristics Algorithms for Medical Applications,210690009,245.0169,Mohamed Abdel-Basset,Elsevier Science,2023,Methods and Applications,,"Metaheuristics Algorithms for Medical Applications: Methods and Applications provides readers with the most complete reference for developing Metaheuristics techniques with Machine Learning for solving biomedical problems. The book is organized to present a stepwise progression beginning with the basics of Metaheuristics, leading into...",True,2023-11-25T00:00:00,Nov 2023,3,97,150,AI
Connectomic Medicine,210690065,204.18075,Michael E. Sughrue,Elsevier Science,2023,Guide to Brain AI in Treatment Decision Planning,,"Connectomic Medicine: A Guide to Brain AI in Treatment Decision Planning examines how to apply connectomics to clinical medicine, including discussions on techniques, applications, novel ideas, and in case examples that highlight the state-of-the-art. Written by pioneers, this volume serves as the foundation for all neuroscience...",True,2023-12-01T00:00:00,Dec 2023,3,97,150,AI
Advances in Digitalization and Machine Learning for Integrated Building-Transportation Energy Systems,210690002,251.822925,Yuekuan Zhou,Elsevier Science,2023,,,"Advances in Digitalization and Machine Learning for Integrated Building-Transportation Energy Systems examines the combined impact of buildings and transportation systems on energy demand and use. With a strong focus on AI and machine learning approaches, the book comprehensively discusses each part of the energy life cycle,...",True,2023-11-21T00:00:00,Nov 2023,4,97,150,AI
Data Analytics for Intelligent Transportation Systems,210715971,176.95665,Mashrur Chowdhury,Elsevier Science,2024,, (2nd ed.),"Data Analytics for Intelligent Transportation Systems provides in-depth coverage of data-enabled methods for analyzing intelligent transportation systems (ITS), including the tools needed to implement these methods using big data analytics and other computing techniques. The book examines the major characteristics of connected...",False,2024-09-01T00:00:00,Sep 2024,3,97,150,AI
Metaheuristic Optimization Algorithms,210715980,245.0169,Laith Abualigah,Elsevier Science,2024,"Optimizers, Analysis, and Applications",,"Metaheuristic Optimization Algorithms: Optimizers, Analysis, and Applications presents the most recent optimization algorithms and their applications across a wide range of scientific and engineering research fields. Metaheuristic Optimization Algorithms have become indispensable tools, with applications in data analysis, text mining,...",False,2024-06-01T00:00:00,Jun 2024,1,97,150,AI
Machine Learning with Noisy Labels,210650014,149.73255,Gustavo Carneiro,Elsevier Science,2024,"Definitions, Theory, Techniques and Solutions",,"Most of the modern machine learning models, based on deep learning techniques, depend on carefully curated and cleanly labelled training sets to be reliably trained and deployed. However, the expensive labelling process involved in the acquisition of such training sets limits the number and size of datasets available to build new...",True,2024-02-23T00:00:00,Feb 2024,1,97,150,AI
Federated Learning,210650088,170.150625,Lam M. Nguyen,Elsevier Science,2024,Theory and Practice,,"Federated Learning: Theory and Practi ce provides a holisti c treatment to federated learning as a distributed learning system with various forms of decentralized data and features. Part I of the book begins with a broad overview of opti mizati on fundamentals and modeling challenges, covering various aspects of communicati on effi...",True,2024-02-09T00:00:00,Feb 2024,3,97,150,AI
Practical Design and Applications of Medical Devices,210727841,245.0169,Dilber Uzun Ozsahin,Elsevier Science,2023,,,"Practical Design and Applications of Medical Devices focuses on advanced medical device development featuring various biomedical instruments and their applications. The book focuses on devices which receive and transmit bioelectric signals, such as electrocardiograph, electrodes, blood flow, blood pressure, physiological effects and,...",True,2023-11-25T00:00:00,Nov 2023,2,97,150,AI
Computational Tools for Energy Harvesting Applications,210727889,258.62895,Abhishek Sharma,Elsevier Science,2024,,,"Computational Tools for Energy Harvesting Applications presents the latest applications of energy harvesting methods for renewable energy systems. The book provides readers with the computational tools and algorithms for energy harvesting, explaining the mathematical basis behind their development and application and analyzing the...",False,2024-08-01T00:00:00,Aug 2024,4,97,150,AI
Trolley Crash,210670217,204.18075,Peggy Wu,Elsevier Science,2024,"Approaching Key Metrics for Ethical AI Practitioners, Researchers, and Policy Makers",,"The prolific deployment of Artificial Intelligence (AI) across different fields has introduced novel challenges for AI developers and researchers. AI is permeating decision making for the masses, and its applications range from self-driving automobiles to financial loan approvals. With AI making decisions that have ethical...",True,2024-01-26T00:00:00,Jan 2024,4,97,150,AI
Advanced and Intelligent FET Biosensors for Commercial Point-of-Care,210746789,245.0169,Tanu Wadhera,Elsevier Science,2024,,,Advanced and Intelligent FET Biosensors for Commercial Point-of-Care discusses the fundamentals of machine learning in intelligent FET-biosensors design and fabrication to bring intelligent nanotech-FET biosensors closer to adoption and...,False,2024-12-01T00:00:00,Dec 2024,3,97,150,AI
Computational Intelligence Techniques for Sustainable Supply Chain Management,210746833,238.210875,Sanjoy Kumar Paul,Elsevier Science,2024,,,"Sustainable supply chain management involves integrating environmentally and financially viable practices into the complete supply chain lifecycle, from product design and development to material selection and sourcing, manufacturing, packaging, transportation, and distribution. A sustainable supply chain ensures balance between...",False,2024-06-01T00:00:00,Jun 2024,2,97,150,AI
Empowering IoT with Big Data Analytics,210746853,258.62895,Mohamed Adel Serhani,Elsevier Science,2024,,,"Empowering IoT with Big Data Analytics provides comprehensive coverage of major topics, tools, and techniques related to empowering IoT with big data technologies and big data analytics solutions, thus allowing for better processing, analysis, protection, distribution, and visualization of data for the benefit of IoT applications and...",False,2024-10-01T00:00:00,Oct 2024,3,97,150,AI
The Theory and Practice of Intelligent Algorithms,210750439,163.3446,Han Huang,Elsevier Science,2024,,,"In this book, the latest achievements of the computation time analysis theory and practical applications of intelligent algorithms are set out. There are five chapters: (1) new method of intelligent algorithm computation time analysis; (2)Application of intelligent algorithms in computer vision; (3)Application of intelligent...",False,2024-06-01T00:00:00,Jun 2024,1,97,150,AI
Computational Intelligence and Modelling Techniques for Disease Detection in Mammogram Images,210798641,245.0169,D. Jude Hemanth,Elsevier Science,2023,,,"Computational Intelligence and Modelling Techniques for Disease Detection in Mammogram Images comprehensively examines the wide range of AI-based mammogram analysis methods for medical applications. Beginning with an introductory overview of mammogram data analysis, the book covers the current technologies such as ultrasound, molecular...",True,2023-11-16T00:00:00,Nov 2023,1,97,150,AI
Cognitive Assistant Supported Human-Robot Collaboration,210791976,245.0169,Cecilio Angulo,Elsevier Science,2024,,,"Cognitive Assistant Supported Human-Robot Collaboration covers the design and development of cognitive assistants in the smart factory era, its application domains, challenges, and current state of the art in assistance systems with collaborative...",False,2024-06-01T00:00:00,Jun 2024,3,97,150,AI
Computational Knowledge Vision,210829075,272.17293975,Wenbo Zheng,Elsevier Science,2024,The First Footprints,,"Computational Knowledge Vision: The First Footprints presents a novel, advanced framework which combines structuralized knowledge and visual models. In advanced image and visual perception studies, a visual model's understanding and reasoning ability often determines whether it works well in complex scenarios. This book presents...",False,2024-09-01T00:00:00,Sep 2024,2,97,150,AI
Engineering Simulation and its Applications,210829054,238.210875,Xin-She Yang,Elsevier Science,2024,Algorithms and Numerical Methods,,"Engineering Simulation and its Applications: Algorithms and Numerical Methods covers the essential quantitative methods needed for engineering simulations, introducing optimization techniques that can be used in the design of systems to minimize...",True,2024-02-01T00:00:00,Feb 2024,1,97,150,AI
Energy Management in Homes and Residential Microgrids,210839645,231.40485,Reza Hemmati,Elsevier Science,2023,Short-Term Scheduling and Long-Term Planning,,"Energy Management in Homes and Residential Microgrids: Short-Term Scheduling and Long-Term Planning provides an in-depth exploration of Home Energy Management Systems (HEMS), with a focus on practical applications for both short- and long-term models. Through this guide, readers will learn how to create efficient systems that...",True,2023-09-15T00:00:00,Sep 2023,1,97,150,AI
Primer to Neuromorphic Computing,210829073,238.210875,Harish Garg,Elsevier Science,2024,,,"Primer to Neuromorphic Computing highlights critical and ongoing research into the diverse applications of neuromorphic computing. It includes an overview of primary scientific concepts for the research topic of neuromorphic computing, such as neurons as computational units, artificial intelligence, machine learning, and neuromorphic...",False,2024-09-01T00:00:00,Sep 2024,4,97,150,AI
Accelerating Digital Transformation with the Cloud and the Internet of Things (IoT),210829102,258.62895,Yacine Atif,Elsevier Science,2024,,,Accelerating Digital Transformation with the Cloud and the Internet of Things (IoT) is a reference for IT engineers and decision-makers who may engage in IoT platform pilot projects. The resources covered in this book help establish plans for sustainable operations and management and assist with the long-term procurement of relevant...,False,2024-10-01T00:00:00,Oct 2024,4,97,150,AI
Synthetic Data and Generative AI,210765669,204.18075,Vincent Granville,Elsevier Science,2024,,,"Synthetic Data and Generative AI covers the foundations of machine learning, with modern approaches to solving complex problems and the systematic generation and use of synthetic data. Emphasis is on scalability, automation, testing, optimizing, and interpretability (explainable AI). For instance, regression techniques – including...",True,2024-01-09T00:00:00,Jan 2024,1,97,150,AI
Computational Intelligence and Blockchain in Complex Systems,210773793,245.0169,Fadi Al-Turjman,Elsevier Science,2024,System Security and Interdisciplinary Applications,,"Computational Intelligence and Blockchain in Complex Systems provides readers with a guide to understanding the dynamics of AI, Machine Learning, and Computational Intelligence in Blockchain, and how these rapidly developing technologies are revolutionizing a variety of interdisciplinary research fields and applications. The book...",False,2024-03-29T00:00:00,Mar 2024,1,97,150,AI
Handbook of Robotic Surgery,210773794,299.4651,Stênio de Cássio Zequi,Elsevier Science,2024,,,"Handbook of Robotic Surgery serves as a primer covering the main areas of knowledge in robotic surgery. This comprehensive book provides essential information on all aspects related to robotic surgery, from the present up to the future. Sections range from the historical background of robotic surgery up to more recent and future...",False,2024-08-01T00:00:00,Aug 2024,2,97,150,AI
Computational Intelligence Methods for Sentiment Analysis in Natural Language Processing Applications,210773873,245.0169,D. Jude Hemanth,Elsevier Science,2024,,,"Sentiment Analysis has become increasingly important in recent years for nearly all online applications. Sentiment Analysis depends heavily on Artificial Intelligence (AI) technology wherein computational intelligence approaches aid in deriving the opinions/emotions of human beings. With the vast increase in Big Data, computational...",True,2024-01-19T00:00:00,Jan 2024,1,97,150,AI
Data Mining,210849253,108.82833975,James Foulds,Elsevier Science,2025,Practical Machine Learning Tools and Techniques, (5th ed.),"Data Mining: Practical Machine Learning Tools and Techniques, Fifth Edition, offers a thorough grounding in machine learning concepts, along with practical advice on applying these tools and techniques in real-world data mining situations. This highly anticipated new edition of the most acclaimed work on data mining and machine...",False,2025-03-01T00:00:00,Mar 2025,5,97,150,AI
Federated Learning for Medical Imaging,210849301,183.762675,Xiaoxiao Li,Elsevier Science,2024,"Principles, Algorithms and Applications",,"Federated Learning for Medical Imaging: principles, algorithms and applications gives a deep understanding of the technology of federated learning (FL), the architecture of a federated system, and the algorithms for FL. It shows how FL allows multiple medical institutes to collaboratively train and use a precise machine learning (ML)...",False,2024-10-01T00:00:00,Oct 2024,3,97,150,AI
Uncertainty in Computational Intelligence-Based Decision Making,210849259,245.0169,Ali Ahmadian,Elsevier Science,2024,,,"Uncertainty in Computational Intelligence-Based Decision-Making focuses on techniques for reasoning and decision-making under uncertainty that are used to solve issues in artificial intelligence (AI). It covers a wide range of subjects, including knowledge acquisition and automated model construction, pattern recognition, machine...",False,2024-09-01T00:00:00,Sep 2024,4,97,150,AI
Trustworthy AI in Medical imaging,210849306,224.598825,Marco Lorenzi,Elsevier Science,2024,,,"Although the problem of trustworthiness in AI is actively researched in different disciplines, the adoption and implementation of trustworthy AI principles in real-world scenarios is still at its infancy. This is particularly true in medical...",False,2024-10-01T00:00:00,Oct 2024,2,97,150,AI
Computational Intelligence in Sustainable Computing and Optimization,211020686,245.0169,Balamurugan Balusamy,Elsevier Science,2025,Trends and Applications,,"Computational Intelligence in Sustainable Computing and Optimization: Trends and Applications focuses on developing and evolving advanced computational intelligence algorithms for the analysis of data involved in applications such as agriculture,...",False,2025-01-01T00:00:00,Jan 2025,5,97,150,AI
Artificial Intelligence of Things (AIoT),211105744,245.0169,Fadi Al-Turjman,Elsevier Science,2025,Current and Future Trends,,The synergy between Artificial Intelligence (AI) and the Internet of Things (IoT) is shaping the future of technology and opening a world of unprecedented possibilities. Artificial Intelligence of Things (AIoT): Current and Future Trends brings together researchers and developers from a wide range of domains to share with readers their...,False,2025-01-01T00:00:00,Jan 2025,3,97,150,AI
Artificial Intelligence Data and Model  Security,211105737,163.3446,Yu-Gang Jiang,Elsevier Science,2025,"Risks, Attacks and Defenses",,"The book begins with a brief review of the history of AI and AI security and then introduces the fundamental aspects of machine learning and AI security. Two key aspects are covered: data security and modelling. It provides detailed explanations of a wide range of attacks and defense algorithms related to data security, as well as...",False,2025-02-02T00:00:00,Feb 2025,3,97,150,AI
Speech Signal Processing Based on Deep Learning in Complex Acoustic  Environments,211105738,258.62895,Xiao-Lei Zhang,Elsevier Science,2025,,,"Provides a detailed discussion of deep learning-based robust speech processing and its applications. It begins by looking at the basics of deep learning and common deep network models, followed by front-end algorithms for deep learning-based speech denoising, speech detection, single-channel speech enhancement multi-channel speech...",False,2025-01-01T00:00:00,Jan 2025,1,97,150,AI
Advanced Machine Learning for Cyber-Attack Detection in IoT Networks,211105808,258.62895,Dinh Thai Hoang,Elsevier Science,2025,,,"Machine Learning for Cyber-Attack Detection in IoT Networks offers a comprehensive overview of cybersecurity threats in future IoT systems. The book analyzes diverse machine learning techniques, including supervised, unsupervised, reinforcement, and deep learning, and their applications in detecting and preventing cyber-attacks in...",False,2025-03-01T00:00:00,Mar 2025,6,97,150,AI
Explainable AI in healthcare Imaging for medical diagnoses,211132812,272.241,Tanzila Saba,Elsevier Science,2025,Digital Revolution of AI,,"Explainable AI in healthcare Imaging for medical diagnoses: Digital Revolution of AI presents the most advanced machine learning and deep learning methodologies in the healthcare domain, with specific focus on learning explainable artificial intelligence (XAI). This book explores how XAI can make improvements in the medical sector to...",False,2025-03-01T00:00:00,Mar 2025,3,97,150,AI
Edge Intelligence in Cyber-Physical  Systems,211132826,285.85305,Fatos Xhafa,Elsevier Science,2025,Foundations and Applications,,"Edge Intelligence in Cyber-Physical Systems: Foundations and Applications provides a comprehensive overview of best practices for building edge intelligence into cyber-physical systems. This book covers the foundations and applications of synergizing machine learning at the edge of CPS, leveraging an edge computing infrastructure. ...",False,2025-03-01T00:00:00,Mar 2025,3,97,150,AI
Intelligent Evolutionary  Optimization,211170148,285.85305,Hua Xu,Elsevier Science,2024,,,"Intelligent Evolutionary Optimization introduces biologically-inspired intelligent optimization algorithms to address complex optimization problems and provide practical solutions for tackling combinatorial optimization problems. The book explores efficient search and optimization methods in high-dimensional spaces, particularly for...",False,2024-06-01T00:00:00,Jun 2024,2,97,150,AI
INTERDEPENDENT HUMAN-MACHINE TEAMS,211148908,238.210875,William Lawless,Elsevier Science,2025,THE PATH TO AUTONOMY,,"Interdependent Human-Machine Teams: The Path to Autonomy examines the foundations, metrics, and applications of human-machine systems; the legal ramifications of autonomy; trust by the public, and trust by the users and AI systems of their users, integrating concepts from various disciplines such as AI, machine learning, social...",False,2025-01-01T00:00:00,Jan 2025,4,97,150,AI
Quantum Computing for Healthcare Data,211157347,245.0169,Nagasubramanian Gayathri,Elsevier Science,2025,Revolutionizing the Future of Medicine,,"Quantum Computing for Healthcare Data presents an advanced overview of the fundamentals of quantum computing, from the transition of traditional to quantum computing, to the challenges and opportunities encountered as various industries enter into the paradigm shift. The book investigates how quantum AI, quantum data processing, and...",False,2025-02-01T00:00:00,Feb 2025,3,97,150,AI
Intelligent and Soft Computing,211162529,245.0169,Ishaani Priyadarshini,Elsevier Science,2025,Techniques and Applications,,Intelligent and Soft Computing: Techniques and Applications brings together the most recent discoveries and technological advancements in both intelligent and soft computing. It illustrates the synergistic effect of cutting-edge developments in all areas of both fields to build intelligent software systems to solve a multitude of...,False,2025-02-01T00:00:00,Feb 2025,4,97,150,AI
Artificial Neural Networks and Type-2 Fuzzy Set,211260091,245.0169,Snehashish Chakraverty,Elsevier Science,2025,Elements of Soft Computing and Its Applications,,"Soft computing is an emerging discipline which aims to exploit tolerance for imprecision, approximate reasoning, and uncertainty to achieve robustness, tractability, and cost effectiveness for building intelligent machines. Soft computing methodologies include neural networks, fuzzy sets, genetic algorithms, Bayesian networks, and...",False,2025-03-01T00:00:00,Mar 2025,1,97,150,AI
Artificial Intelligence for Medicine,210703033,245.0169,Shai Ben- David,Elsevier Science,2024,An Applied Reference for Methods and Applications,,"Artificial Intelligence for Medicine: An Applied Reference for Methods and Applications introduces readers to the methodology and AI/ML algorithms as well as cutting-edge applications to medicine, such as cancer, precision medicine, critical care, personalized medicine, telemedicine, drug discovery, molecular characterization, and...",True,2024-03-14T00:00:00,Mar 2024,6,97,150,AI
AI Needs You,211074466,32.0,Verity Harding,Princeton University Press,2024,How We Can Change AI's Future and Save Our Own,,"A humanist manifesto for the age of AI Artificial intelligence may be the most transformative technology of our time. As AI’s power grows, so does the need to figure out what—and who—this technology is really for. AI Needs You argues that it is critical for society to take the lead in answering this urgent question and ensuring that AI fulfills...",True,2024-03-12T00:00:00,Mar 2024,1,97,150,AI
Moral AI,210839707,42.84605472,Jana Schaich Borg,Penguin Books Ltd,2024,And How We Get There,,"A balanced and thought-provoking guide to all the big questions about AI and ethics Can computers understand morality? Can they respect privacy? And what can we do to make AI safe and fair? The artificial intelligence revolution has begun. Today, there are self-driving cars on our streets, autonomous weapons in our armies, robot...",True,2024-02-08T00:00:00,Feb 2024,3,97,150,AI
AI and Ed,210390447,33.0,George A. Goens,Rowman & Littlefield Publishers,2021,Education in an Era of Artificial Intelligence,,"The purpose of this book is to define the role of education and its goals, content, and approaches that will assist citizens in addressing the challenges the artificial intelligence movement brings to daily life of citizens.",True,2021-11-12T00:00:00,Nov 2021,1,97,150,AI
OpenCV 3.0 Computer Vision with Java,2120257,44.99,Daniel Lelis Baggio,Packt Publishing,2015,Create multiplatform computer vision desktop and web applications using the combination of OpenCV and Java,,,True,2015-07-30T00:00:00,Jul 2015,1,97,150,AI
Salt Cookbook,2120231,49.99,Anirban Saha,Packt Publishing,2015,Over 80 hands-on recipes to efficiently configure and manage your infrastructure with Salt,,,True,2015-07-27T00:00:00,Jul 2015,1,97,150,AI
Web App Development Made Simple with Streamlit,211202479,40.99,Rosario Moscato,Packt Publishing,2024,"A web developer's guide to effortless web app development, deployment, and scalability",,,True,2024-02-09T00:00:00,Feb 2024,1,97,150,AI
Deep Learning for Time Series Cookbook,211267476,50.99,Vitor Cerqueira,Packt Publishing,2024,"Use PyTorch and Python recipes for forecasting, classification, and anomaly detection",,,True,2024-03-29T00:00:00,Mar 2024,2,97,150,AI
Generating Creative Images With DALL-E 3,211267482,45.99,Holly Picano,Packt Publishing,2024,Create accurate images with effective prompting for real-world applications,,,True,2024-03-29T00:00:00,Mar 2024,1,97,150,AI
AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide,210251460,70.99,Somanath Nanda,Packt Publishing,2021,The definitive guide to passing the MLS-C01 exam on the very first attempt,,,True,2021-03-19T00:00:00,Mar 2021,2,97,150,AI
Kinect in Motion - Audio and Visual Tracking by Example,1192673,33.99,massimo fascinari,Packt Publishing,2013,"Start building for the Kinect today by capturing gestures, movements, and spoken voice commands",,,True,2013-04-25T00:00:00,Apr 2013,2,97,150,AI
Mastering openFrameworks: Creative Coding Demystified,1337685,49.99,Denis Perevalov,Packt Publishing,2013,openFrameworks is the doorway to so many creative multimedia possibilities and this book will tell you everything you need to know to undertake your own projects. You'll find creative coding is simpler than you think.,,,True,2013-09-23T00:00:00,Sep 2013,1,97,150,AI
Augmented Reality for Android Application Development,1389344,39.99,Dr. Raphael Grasset,Packt Publishing,2013,"As an Android developer, including Augmented Reality (AR) in your mobile apps could be a profitable new string to your bow. This tutorial takes you through every aspect of AR for Android with lots of hands-on exercises.",,,True,2013-11-25T00:00:00,Nov 2013,2,97,150,AI
Android Application Programming with OpenCV,1389412,39.99,Joseph Howse,Packt Publishing,2013,For Java developers OpenCV is a fantastic opportunity to benefit from the popularity of image related mobile apps on Android. This book teaches you all you need to know about computer vision with practical projects.,,,True,2013-09-25T00:00:00,Sep 2013,1,97,150,AI
Mapping and Visualization with SuperCollider,1572908,44.99,Marinos Koutsomichalis,Packt Publishing,2013,Create interactive and responsive audio-visual applications with SuperCollider,,,True,2013-11-25T00:00:00,Nov 2013,1,97,150,AI
Discovering Business Intelligence using MicroStrategy 9,1572921,39.99,Nelson Enriquez,Packt Publishing,2013,The MicroStrategy platform can make your Business Intelligence (BI) activities so much more communicative and collaborative. With this book you'll learn the capabilities of the platform and how to use them to revolutionize your BI.,,,True,2013-12-24T00:00:00,Dec 2013,3,97,150,AI
Computer Vision for the Web,2257590,33.99,Foat Akhmadeev,Packt Publishing,2015,Unleash the power of the Computer Vision algorithms in JavaScript to develop vision-enabled web content,,,True,2015-10-14T00:00:00,Oct 2015,1,97,150,AI
Unreal Engine 4 AI Programming Essentials,2539621,39.99,Jie Feng,Packt Publishing,2016,Create responsive and intelligent game AI using Blueprints in Unreal Engine 4,,,True,2016-03-18T00:00:00,Mar 2016,2,97,150,AI
Procedural Content Generation for Unity Game Development,2519861,55.99,Ryan Watkins,Packt Publishing,2016,Harness the power of procedural content generation to design unique games with Unity,,,True,2016-01-30T00:00:00,Jan 2016,1,97,150,AI
Java Deep Learning Essentials,2604637,55.99,Yusuke Sugomori,Packt Publishing,2016,Unlocking the next generation of predictive power,,,True,2016-05-30T00:00:00,May 2016,1,97,150,AI
OpenCV 3 Computer Vision Application Programming Cookbook,95703315,55.99,Robert Laganiere,Packt Publishing,2017,Recipes to make your applications see,,,True,2017-02-09T00:00:00,Feb 2017,1,97,150,AI
Effective Robotics Programming with ROS,95663003,55.99,Anil Mahtani,Packt Publishing,2016,Find out everything you need to know to build powerful robots with the most up-to-date ROS,,,True,2016-12-27T00:00:00,Dec 2016,3,97,150,AI
Mastering Text Mining with R,95663004,44.99,Avinash Paul,Packt Publishing,2016,Extract and recognize your text data,,,True,2016-12-28T00:00:00,Dec 2016,2,97,150,AI
Artificial Intelligence with Python,95695862,55.99,Prateek Joshi,Packt Publishing,2017,A Comprehensive Guide to Building Intelligent Apps for Python Beginners and Developers,,,True,2017-01-27T00:00:00,Jan 2017,1,97,150,AI
TensorFlow Machine Learning Cookbook,95706316,61.99,Nick McClure,Packt Publishing,2017,Over 60 practical recipes to help you master Google’s TensorFlow machine learning library,,,True,2017-02-14T00:00:00,Feb 2017,1,97,150,AI
Learning Salesforce Einstein,95795224,61.99,Mohit Shrivatsava,Packt Publishing,2017,"Add artificial intelligence capabilities to your business solutions with Heroku, PredictiveIO, and Force",,,True,2017-06-28T00:00:00,Jun 2017,1,97,150,AI
Mastering Java Machine Learning,95803690,61.99,Uday Kamath,Packt Publishing,2017,A Java developer's guide to implementing machine learning and big data architectures,,,True,2017-07-11T00:00:00,Jul 2017,2,97,150,AI
Learning Microsoft Cognitive Services,95756810,49.99,Leif Larsen,Packt Publishing,2017,Click here to enter text.,,,True,2017-03-20T00:00:00,Mar 2017,1,97,150,AI
Effective Amazon Machine Learning,95761496,55.99,Alexis Perrier,Packt Publishing,2017,Expert web services for machine learning on cloud,,,True,2017-04-25T00:00:00,Apr 2017,1,97,150,AI
Machine Learning for OpenCV,95820229,55.99,Michael Beyeler,Packt Publishing,2017,Intelligent image processing with Python,,,True,2017-07-14T00:00:00,Jul 2017,1,97,150,AI
Hands-On Deep Learning with TensorFlow,95833098,39.99,Dan Van Boxel,Packt Publishing,2017,Uncover what is underneath your data!,,,True,2017-07-31T00:00:00,Jul 2017,1,97,150,AI
Deep Learning with TensorFlow,95779527,55.99,Giancarlo Zaccone,Packt Publishing,2017,Explore neural networks with Python,,,True,2017-04-24T00:00:00,Apr 2017,3,97,150,AI
Mastering Machine Learning with R,95779534,55.99,Cory Lesmeister,Packt Publishing,2017,"Advanced prediction, algorithms, and learning methods with R 3.x",,,True,2017-04-24T00:00:00,Apr 2017,1,97,150,AI
Mastering Java for Data Science,95779538,55.99,Alexey Grigorev,Packt Publishing,2017,Analytics and more for production-ready applications,,,True,2017-04-27T00:00:00,Apr 2017,1,97,150,AI
Mastering OpenCV 3,95766573,49.99,Shervin Emami,Packt Publishing,2017,Get hands-on with practical Computer Vision using OpenCV 3,,,True,2017-04-28T00:00:00,Apr 2017,6,97,150,AI
Practical Predictive Analytics,95796884,55.99,Ralph Winters,Packt Publishing,2017,"Analyse current and historical data to predict future trends using R, Spark, and more",,,True,2017-06-30T00:00:00,Jun 2017,1,97,150,AI
Machine Learning With Go,95873627,55.99,Daniel Whitenack,Packt Publishing,2017,"Implement Regression, Classification, Clustering, Time-series Models, Neural Networks, and More using the Go Programming Language",,,True,2017-09-26T00:00:00,Sep 2017,1,97,150,AI
Emotional Intelligence for IT Professionals,95873628,39.99,Emília M. Ludovino,Packt Publishing,2017,The must-have guide for a successful career in IT,,,True,2017-09-26T00:00:00,Sep 2017,1,97,150,AI
Python Deep Learning Cookbook,95898832,49.99,Indra den Bakker,Packt Publishing,2017,"Over 75 practical recipes on neural network modeling, reinforcement learning, and transfer learning using Python",,,True,2017-10-27T00:00:00,Oct 2017,1,97,150,AI
